1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-56,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-41,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-39,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-51,2412
1,Elfais,18:0f:76:91:f2:72,-60,2412
1,Elfais,18:0f:76:91:f2:72,-60,2412
1,Elfais,18:0f:76:91:f2:72,-60,2412
1,Elfais,18:0f:76:91:f2:72,-60,2412
1,Elfais,18:0f:76:91:f2:72,-60,2412
1,Elfais,18:0f:76:91:f2:72,-60,2412
1,Elfais,18:0f:76:91:f2:72,-60,2412
1,Elfais,18:0f:76:91:f2:72,-60,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-42,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-38,2412
1,Elfais,18:0f:76:91:f2:72,-54,2412
1,Elfais,18:0f:76:91:f2:72,-54,2412
1,Elfais,18:0f:76:91:f2:72,-54,2412
1,Elfais,18:0f:76:91:f2:72,-54,2412
1,Elfais,18:0f:76:91:f2:72,-54,2412
1,Elfais,18:0f:76:91:f2:72,-54,2412
1,Elfais,18:0f:76:91:f2:72,-54,2412
1,Elfais,18:0f:76:91:f2:72,-54,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
1,Elfais,18:0f:76:91:f2:72,-45,2412
