"label","n","rssi1","rssi2","rssi3","dist1","dist2","dist3","x","y"
"a","5","-49.0","-56.0","-58.0","146.51853326920022","302.0707233236139","337.3004666981788","223.0800631304571","57.96615102979023"
"a","5","-49.0","-56.0","-55.0","146.51853326920022","302.0707233236139","265.37789261810445","259.20187891744297","30.874789189550825"
"a","5","-48.0","-55.0","-51.0","136.56387098371357","285.0765700871315","192.75033412862905","284.58083295946517","20.79067533716758"
"a","5","-48.0","-55.0","-51.0","136.56387098371357","285.0765700871315","192.75033412862905","284.58083295946517","20.79067533716758"
"a","5","-49.0","-55.0","-51.0","146.51853326920022","285.0765700871315","192.75033412862905","286.9291577372163","22.551918920480926"
"a","5","-49.0","-55.0","-54.0","146.51853326920022","285.0765700871315","244.98942627213066","267.873218005175","36.84387371951191"
"a","5","-49.0","-55.0","-51.0","146.51853326920022","285.0765700871315","192.75033412862905","286.9291577372163","22.551918920480926"
"a","5","-48.0","-55.0","-51.0","136.56387098371357","285.0765700871315","192.75033412862905","284.58083295946517","20.79067533716758"
"a","5","-48.0","-55.0","-53.0","136.56387098371357","285.0765700871315","226.1673660643619","272.91501115463774","29.540041690788154"
"a","5","-48.0","-55.0","-51.0","136.56387098371357","285.0765700871315","192.75033412862905","284.58083295946517","20.79067533716758"
"a","5","-48.0","-55.0","-50.0","136.56387098371357","285.0765700871315","177.9417015715377","289.1553680832352","17.359773994340095"
"a","5","-48.0","-55.0","-50.0","136.56387098371357","285.0765700871315","177.9417015715377","289.1553680832352","17.359773994340095"
"a","5","-47.0","-55.0","-54.0","127.2855415757614","285.0765700871315","244.98942627213066","263.484825090906","33.55257903381015"
"a","5","-47.0","-55.0","-57.0","127.2855415757614","285.0765700871315","311.3863291416886","232.70013593158245","56.64109590330283"
"a","5","-47.0","-55.0","-51.0","127.2855415757614","285.0765700871315","192.75033412862905","282.5407648229473","19.260624234779165"
"a","5","-47.0","-55.0","-51.0","127.2855415757614","285.0765700871315","192.75033412862905","282.5407648229473","19.260624234779165"
"a","5","-49.0","-56.0","-51.0","146.51853326920022","302.0707233236139","192.75033412862905","286.9291577372163","10.079330074720815"
"a","5","-56.0","-53.0","-51.0","239.76719888702527","253.90269096347905","192.75033412862905","316.9463486295269","66.06740500739785"
"a","5","-51.0","-53.0","-52.0","168.65765212288457","253.90269096347905","208.79136806366714","287.3763068680885","51.94130377531859"
"a","5","-51.0","-58.0","-59.0","168.65765212288457","339.15861782347594","365.37122598930904","212.45772569889436","44.92775019542093"
"a","5","-51.0","-54.0","-52.0","168.65765212288457","269.03848846542667","208.79136806366714","287.3763068680885","42.04738902873665"
"a","5","-52.0","-54.0","-49.0","180.95175272689156","269.03848846542667","164.27078739611517","304.7988710193287","34.35313240946921"
"a","5","-52.0","-54.0","-51.0","180.95175272689156","269.03848846542667","192.75033412862905","296.32570459019666","40.708007231318255"
"a","5","-52.0","-53.0","-51.0","180.95175272689156","253.90269096347905","192.75033412862905","296.32570459019666","50.601921977900204"
"a","5","-52.0","-53.0","-51.0","180.95175272689156","253.90269096347905","192.75033412862905","296.32570459019666","50.601921977900204"
"a","5","-51.0","-53.0","-51.0","168.65765212288457","253.90269096347905","192.75033412862905","292.7439269274215","47.915588730818854"
"a","5","-52.0","-53.0","-56.0","180.95175272689156","253.90269096347905","287.4631242745907","258.4237408310211","79.02839479728186"
"a","5","-52.0","-53.0","-51.0","180.95175272689156","253.90269096347905","192.75033412862905","296.32570459019666","50.601921977900204"
"a","5","-52.0","-53.0","-56.0","180.95175272689156","253.90269096347905","287.4631242745907","258.4237408310211","79.02839479728186"
"a","5","-52.0","-53.0","-56.0","180.95175272689156","253.90269096347905","287.4631242745907","258.4237408310211","79.02839479728186"
"a","5","-51.0","-53.0","-52.0","168.65765212288457","253.90269096347905","208.79136806366714","287.3763068680885","51.94130377531859"
"a","5","-52.0","-54.0","-52.0","180.95175272689156","269.03848846542667","208.79136806366714","290.9580845308637","44.733722275817996"
"a","5","-52.0","-54.0","-52.0","180.95175272689156","269.03848846542667","208.79136806366714","290.9580845308637","44.733722275817996"
"a","5","-52.0","-54.0","-55.0","180.95175272689156","269.03848846542667","265.37789261810445","268.59842577042326","61.503466346148294"
"a","5","-52.0","-54.0","-56.0","180.95175272689156","269.03848846542667","287.4631242745907","258.4237408310211","69.1344800506999"
"a","5","-50.0","-54.0","-55.0","157.19882891953128","269.03848846542667","265.37789261810445","261.9050382693715","56.483425720359506"
"a","5","-52.0","-54.0","-56.0","180.95175272689156","269.03848846542667","287.4631242745907","258.4237408310211","69.1344800506999"
"a","5","-50.0","-54.0","-56.0","157.19882891953128","269.03848846542667","287.4631242745907","251.73035332996938","64.11443942491113"
"a","5","-52.0","-55.0","-52.0","180.95175272689156","285.0765700871315","208.79136806366714","290.9580845308637","33.62504410471593"
