4.5012,2.9582,3.2726,Distance
0.1284,0.2058,0.1832,1 meter
0.1573,0.88,0.6039,2 meter
0.8398,0.237,0.1229,3 meter
1.2569,0.6825,0.2024,4 meter
0.5956,0.5013,0.2781,avg
