1.7211,2.8804,1.2130,Distance
0.1398,0.0828,0.2005,1 meter
0.7762,0.3048,2.2357,2 meter
3.8434,0.4719,12.7371,3 meter
1.6163,1.2151,7.6899,4 meter
1.5939,0.5187,5.7158,avg
