3.9584,3.9766,3.2474,Distance
0.0971,0.0966,0.122,1 meter
0.18,0.1816,0.1949,2 meter
0.4103,0.4209,0.2411,3 meter
0.4943,0.4812,1.6128,4 meter
0.2954,0.2951,0.5427,avg
