label,rssi1,rssi2,rssi3,KF rssi1,KF rssi2,KF rssi3,dist1,dist2,dist3,measured dist1,measured dist2,measured dist3,estimated x,estimated y,estimated x (KF),estimated y (KF)
a,-56.28,-56.16,-58.28,-28.88037172010811,-19.81910308427408,-29.57466787286222,244.53760695572072,304.8822727371131,359.332613445542,35.571504517510306,37.17608216059338,40.19188708981461,242.2322617750227,89.38260490158689,299.7082867881657,87.5728734699108
b,-43.28,-35.66,-50.09,-26.285073879851517,-17.674381275275245,-28.395035320605526,97.97335663490276,93.02858301885531,192.33658894982594,29.634553142938202,32.83447395144638,36.73184678082704,277.171179301213,105.80219221385754,299.6074818100429,87.54451871785962
c,-54.75,-43.0,-49.0,-26.613860083458654,-17.44105432943802,-27.09884448244704,219.58053544043997,142.2971486426036,176.98517810432082,30.328087104457357,32.39384980468812,33.27240018849622,314.0765485630768,111.90150486831126,299.8439502109267,87.45507654461352
d,-52.0,-45.0,-52.52,-26.29424467182816,-17.691898577806175,-26.767051143439136,180.95175272689156,159.76822819119724,231.5247840636127,29.653681078948154,32.867795206214744,32.440516884190934,282.61650931602634,109.5596806074548,299.85579472151534,87.35696500863135
e,-60.52,-34.76,-55.53,-27.96550497440333,-15.584429230965842,-27.177200669385186,329.5385693298197,88.30473802416586,291.3101049432291,33.35392020932834,29.092015316463893,33.47195110018573,319.7784095282577,198.6636202518415,299.99342706906424,87.83760299589792
f,-57.92,-53.0,-60.76,-28.84662369463892,-17.893626724618812,-28.74160565160807,274.44714534557176,253.902690963479,434.19950588251623,35.48714038361413,33.25396629857951,37.716281795793265,205.66002056642677,171.8233084624768,299.8640160167555,87.79387655995745
a,-56.04,-57.92,-55.48,-29.179044728262895,-21.052569521386168,-28.914976953498176,240.44294538207689,337.59117709217503,290.20068885873286,36.3269309929527,39.92838423979626,38.21860055827563,277.9969751416045,33.80852756070682,299.88248707227814,87.24484725499887
b,-43.39,-36.0,-49.3,-26.573416516601537,-18.81564830082999,-27.649208077054656,98.7345677833392,94.87819711206384,181.08378403581384,30.241908498098923,35.07758057203251,34.69959441118895,280.79764836219465,102.835066963513,299.7587593144219,87.28610097770846
c,-54.49,-43.0,-48.51,-26.80485099256473,-18.410290899767833,-26.353401888060613,215.60016374428977,142.2971486426036,170.4893334116652,30.73838734841615,34.26384237267436,31.432470273879602,314.5140148328422,109.408178993805,299.9640402243858,87.2405167850129
d,-52.34,-44.42,-52.85,-26.533262182784682,-18.367926686995183,-26.215874422671728,185.33271462264867,154.4916796169713,237.42935799628543,30.156588461242606,34.17989513216463,31.104308372452007,281.6462625590599,114.3659731288641,299.9516181902435,87.21272960278611
e,-60.16,-29.0,-54.83,-28.085391428987858,-14.819093807632676,-26.567684539786868,321.29637383708666,63.26108690937249,276.1569645470603,33.636455513296845,27.830937307227106,31.950695394178446,322.4739089775122,194.68131167174806,300.0921368361054,87.87695995804496
f,-58.0,-53.13,-61.16,-28.960476649459732,-17.20788974225013,-28.334528772182704,275.9962983390512,255.82113892834485,447.65785580160093,35.77255665118083,31.95943909232343,36.562631310725095,196.48033402997635,178.55162644534656,299.9523748341649,87.8585564522088
a,-56.76,-55.4,-55.92,-29.432793371648557,-19.849565418639735,-28.69704378094169,252.9373096744283,291.7563849564361,300.1103772905313,36.981322772020086,37.24171386107491,37.58824014891838,278.2592033898938,77.3749655356915,299.9622853637297,87.50412720552544
b,-43.64,-36.0,-50.07,-26.842018898706346,-17.74752639383221,-27.671728850810588,100.4866609365366,94.87819711206384,192.04325811295726,30.81887697754202,32.97383429562313,34.75928119114311,277.68079669961213,105.60902339896445,299.7846629576933,87.48966456923215
c,-54.78,-43.0,-49.7,-27.093480851880905,-17.477670991478472,-26.679109274566766,220.04451226567681,142.2971486426036,186.69661614918206,31.36899953099069,32.46260500938721,32.2235346519018,311.30330074723713,114.2364105226026,299.9547149550941,87.44670554315414
d,-52.0,-43.14,-53.76,-26.694130311215186,-17.276219770902898,-26.737462801569457,180.95175272689156,143.45536448449457,254.50354277140025,30.49985787040227,32.08613831972163,32.367349863716214,273.30956960978347,122.72294181210607,299.90216332742875,87.44927882673146
e,-60.32,-29.0,-56.0,-28.24658864327614,-13.890060509550457,-27.31111587600453,324.933810184532,63.26108690937249,301.9481616821755,34.02012360224636,26.3733519187496,33.8157695145254,312.00774054816026,205.46921444398274,300.01155211837715,88.06860480931951
f,-58.0,-52.38,-61.39,-29.08550580656329,-16.26118928197726,-29.04807452387459,275.9962983390512,244.94923934608573,455.58447822246626,36.088635684498435,30.254666316944718,38.60876666953969,190.5139499163514,189.83182111352713,299.84312730152124,88.10146051338253
a,-57.0,-56.36,-59.04,-29.580797445477145,-19.283867230713078,-30.03057745955853,257.2447460220365,308.4335377875252,380.7892839650867,37.368439641454195,36.04159349711634,41.61484203175465,234.3119838110822,100.57052729645501,299.7205043365909,87.83137652183883
b,-47.42,-36.0,-50.0,-27.81553566365945,-17.302560717124727,-28.811123791252964,131.10308377159245,94.87819711206384,191.02011863981255,33.00382773799511,32.13511437979986,37.91690294378024,283.9161107077109,109.79559982819873,299.70963426375937,87.78850813862604
c,-55.45,-43.0,-49.31,-28.079722093860767,-17.13901779753059,-27.560308219478102,230.66598721196482,142.2971486426036,181.22202682219591,33.6230408893565,31.832241292900065,34.464982356222244,316.9711455424381,115.96953977399036,299.9522282248605,87.68235044750202
d,-51.76,-44.21,-57.89,-27.473984382118246,-17.272963173102333,-28.40987918468258,177.92180490905565,152.62448150727695,348.79574067846886,32.22015435530901,32.080088472453966,36.773479323073246,224.9980832888786,154.2038579167547,299.73820797096295,87.7076018596272
e,-58.92,-29.0,-56.47,-28.57330422117603,-13.934030165548926,-28.83445747389876,294.4526462694351,63.26108690937249,312.9746987699347,34.81122060001765,26.44058378248741,37.98448012336664,290.62433235411805,197.9072454570588,299.8075002911839,88.28527054274254
f,-58.0,-53.34,-62.44,-29.329933176433588,-16.558680081504242,-30.55728595214027,275.9962983390512,258.95083832066746,493.5921488541576,36.71464798336973,30.780339198557332,43.3216047383711,160.4506227386614,203.56005798335656,299.55933661619594,88.33116765705869
a,-57.0,-56.78,-56.16,-29.7544891661069,-19.673827221162735,-30.621656619983785,257.2447460220365,316.0264129893547,305.65756147452333,37.82791610856028,36.864670041000984,43.53493716641991,277.29026205782503,62.410010517911104,299.6130504025268,87.88014637296038
b,-43.62,-36.0,-50.84,-27.065292880844872,-17.6693242115255,-29.437176863226362,100.34535655061916,94.87819711206384,203.66601671713394,31.306847310116986,32.82486073572626,39.7723855988856,273.8244535132058,108.46580773263968,299.49856336022714,87.75438648755359
c,-55.78,-42.38,-48.52,-27.46555704150167,-17.336113903592185,-27.84895496970999,236.0843974241802,137.2792788798612,170.61948819402048,32.2010552872108,32.19760852787696,35.23258048065868,322.18736079629065,116.97228227448646,299.82964436190326,87.62804418694203
d,-52.0,-43.76,-55.87,-26.972145368158415,-17.353699133606803,-28.12652271881115,180.95175272689156,148.6989842181027,298.96744653035313,31.10233898351072,32.2304102448597,35.98683579000256,252.80166894171214,136.1889344280141,299.72691928339054,87.61550571957366
e,-58.84,-29.0,-55.72,-28.107206612460736,-14.01165774615343,-28.34712481285998,292.79989874654666,63.26108690937249,295.5647042118655,33.68812393563389,26.55969901186108,36.597793624137005,298.644405275117,190.6789655299532,299.82957599678974,88.16465810578515
f,-57.71,-53.23,-61.82,-28.855002635934838,-16.60661557497531,-29.934234166604803,270.4218637494239,257.3067262037765,470.7822399603193,35.50806757459872,30.865892592624427,41.310002422921684,176.24338910971355,188.96899947272325,299.62858880225036,88.16370781999075
a,-56.26,-55.32,-54.61,-29.175813659810977,-19.38717866641815,-29.682339641454085,244.19373806742698,290.4080163248719,271.5593206127597,36.31867349896944,36.25784334025935,40.52349348872724,288.23843091639964,65.43838401969538,299.7307437668282,87.7074607261763
b,-44.0,-35.78,-49.89,-26.656450061747577,-17.371805925053103,-28.37207956238754,103.06443887395848,93.67723407991585,189.42332996050004,30.41910484874692,32.264219748900295,36.667555621812156,278.9509005225662,105.59539257750106,299.6506769204336,87.61741988941692
c,-54.46,-44.16,-50.06,-26.824421444106136,-17.487309393580265,-27.25633073843349,215.14555808989454,152.1832470094187,191.89676049579148,30.780742254853426,32.48072731221045,33.67468748675949,307.88603706419417,110.49531032120744,299.8445579303574,87.48215211101892
d,-52.0,-45.15,-57.47,-26.431849721747625,-17.810590063740506,-27.975050283313898,180.95175272689156,161.1619396056625,337.7936205203218,29.94217709799419,33.094461606932406,35.573248847992964,232.19917229225575,146.81357832765175,299.69256494647203,87.48218951553966
e,-58.72,-29.0,-55.92,-27.63335749636172,-14.415947805040963,-28.269405251964653,290.3381551538099,63.26108690937249,300.1103772905313,32.58348554043059,27.188789722399154,36.381374729073094,295.1916714838773,191.47409541354526,299.78173258565516,88.06676711500188
f,-57.65,-52.35,-61.63,-28.456501347969834,-16.758292292056662,-29.83293758933489,269.28266516972286,244.5241071674566,464.0054166614643,34.526307640162365,31.138169025754102,40.991898025710036,181.01010589144164,192.6438140500029,299.5931085129274,88.08326905153778
a,-56.82,-55.76,-61.8,-28.986442778208243,-19.61365908506209,-31.238589795882284,254.00735933303852,297.9019383080282,470.06425411485696,35.837971558359236,36.73645930835912,45.63357074346178,169.63277966565542,154.9931324353373,299.334947855516,87.91728006199176
b,-44.0,-35.11,-49.89,-26.523249525732556,-17.409897676273083,-29.73882830944876,103.06443887395848,90.11259474386968,189.42332996050004,30.13535106133312,32.33546155540667,40.698559495030025,278.95090052256614,106.41432314423912,299.3764721988494,87.79584248784867
c,-55.97,-44.0,-49.99,-27.081924044761948,-17.47509387134931,-28.420710953727784,239.26163561443965,150.77985049497892,190.87440151083626,31.34350278612595,32.457761173639895,36.80388893071428,317.34424427064744,117.63127549902529,299.6899074387329,87.64370555407385
d,-52.0,-45.0,-56.62,-26.68449397260797,-17.757452443898636,-28.769531018143873,180.95175272689156,159.76822819119724,316.57787681164365,30.479185731664586,32.992791509279094,37.79674323313287,243.7683206069716,138.69582213924585,299.583655803195,87.61282873671698
e,-58.72,-33.8,-55.2,-27.874846100530768,-15.454086424628004,-28.75949234667816,290.3381551538099,83.53005748098575,284.0655835980682,33.14184222622074,28.87327601863942,37.767799038068866,303.0024904610056,181.89684944842207,299.7266458849732,88.03591013389409
f,-58.0,-52.94,-61.23,-28.76189304365036,-17.792308246672583,-30.125176595665252,275.9962983390512,253.02211233754423,450.0555949821404,35.27620938582884,33.05944705182875,41.916351650930295,194.68659843510844,181.6772603800508,299.5728586774237,88.00971087850745
a,-56.46,-55.8,-60.88,-29.18104337356951,-20.506399712304376,-31.2394350750217,247.65429930588164,298.5927189205037,438.1939634969097,36.33203977924646,38.68540461904643,45.636514458776304,191.0989185996301,134.39461126571274,299.3644380521455,87.75599219086763
b,-44.0,-36.0,-50.36,-26.69787725292825,-18.3618146562958,-29.803682989814657,103.06443887395848,94.87819711206384,196.3406874349092,30.507899698102815,34.16780076397593,40.900485714405484,276.72717751499266,106.98012470521584,299.3815685102627,87.66794028598144
c,-55.22,-43.0,-50.24,-27.065439628158444,-18.041091114144592,-28.496855860437645,226.96323310388453,142.2971486426036,194.55089884977937,31.307170557114343,33.53912712265194,37.0183725762395,311.3852141147593,118.04087775037182,299.67481585008244,87.56297046261672
d,-52.0,-44.22,-54.42,-26.669434128747344,-18.02944640867233,-28.302312891441822,180.95175272689156,152.71288180419532,267.6502744025524,30.446906995460726,33.51652039837372,36.47285310850084,267.58905618931044,123.58609854050717,299.66395427642993,87.5066055501471
e,-59.27,-29.52,-55.13,-27.986409175765235,-14.672146626796149,-28.306119330766315,301.7938059818326,65.1948284534053,282.5521812823767,33.40301355722072,27.595135823357207,36.48344927864894,309.36980515130915,189.00906572643203,299.82059936953004,88.07738771484536
f,-58.0,-53.82,-61.7,-28.85904704021963,-17.26711937744674,-29.816539303419844,275.9962983390512,266.2489688108852,466.4907164347018,35.518173268875024,32.069235195540244,40.94063290685797,182.133640147581,182.50657401931284,299.65450434128644,88.05050272694888
a,-56.53,-54.0,-54.98,-29.280138118051813,-19.61125581558835,-29.61676444797794,248.87704628751158,269.03848846542667,279.3362717390848,36.58624124584858,36.73134751452685,40.32121138828517,286.5925262164203,84.50320020397811,299.76062746723386,87.66623084740769
b,-44.0,-40.35,-50.0,-26.781699526786138,-18.552973700659777,-28.300403582051423,103.06443887395848,122.05521910717758,191.02011863981255,30.688357560077378,34.54809647118785,36.46753923021085,278.44466069602987,98.32250703935608,299.6765782268568,87.42782172979818
c,-55.6,-42.12,-50.08,-27.221426463729358,-18.00394770343505,-27.164796494466984,233.1133105603277,135.2280359618395,192.18986756917536,31.652664099423117,33.467071085172314,33.440281646512275,314.5040586367822,121.69094833528737,299.90303225666065,87.42503367946816
d,-52.48,-43.55,-57.4,-26.91047919175064,-17.838984635855482,-27.850973954952003,187.1673240177736,146.90179706256208,335.9939739702329,30.967684438771453,33.14891832935115,35.23800933575973,235.11638052972054,152.97705110241466,299.7644001479602,87.50188325539652
e,-58.54,-29.04,-56.69,-28.024991221935394,-14.392394094091824,-28.312804871692734,286.6842928559862,63.40777790644797,318.2735271148512,33.49381301875961,27.151733864073833,36.502067596084075,284.07487142350743,197.1530182714987,299.8245288097888,88.11237696604607
f,-57.88,-53.03,-61.24,-28.857417974611106,-16.84201533599942,-29.76320691572641,273.6758326491252,254.34412884630987,450.3991759372681,35.514102400407516,31.289488555724475,40.77434552379071,193.36586974268482,180.23500456499104,299.66558684701096,88.10358408377654
a,-56.99,-54.16,-60.15,-29.37587831864419,-19.279214250241978,-30.785524019072465,257.06381355646937,271.5425874927373,414.4504111596332,36.83352663962999,36.03188436320224,44.08276736984602,211.92721744150523,143.98762119130154,299.5111819214403,87.93962855135624
b,-44.24,-36.0,-50.0,-26.913305214600317,-17.281581662676295,-29.354796252718092,104.8195912108081,94.87819711206384,191.02011863981255,30.973842589892026,32.096101699743414,39.523133157605486,278.7487174803607,105.92005490768608,299.49775072515797,87.78821093171044
c,-55.72,-42.92,-48.46,-27.35662651266949,-17.087846596749785,-27.73151846463879,235.0898513231134,141.6395143234117,169.84004728834734,31.95520016492399,31.738062447496894,34.91824010547333,322.0179971101796,114.99335988905483,299.8348761045974,87.64113068362586
d,-52.0,-43.24,-53.66,-26.911558732979877,-16.995217537594943,-27.494732219360202,180.95175272689156,144.2884288081206,252.5687477048423,30.970036709057403,31.568289969484304,34.292940561043686,274.1271370814515,121.81012984768391,299.81928116786423,87.58877192680546
e,-59.12,-29.42,-55.22,-28.1494222574158,-13.777069458709335,-27.660603547864476,298.62544538502516,64.81841929767407,284.4994712345369,33.788335574213164,26.201365864268293,34.72978299337165,306.86433958222796,188.57140675227348,299.9462448284241,88.1092414383349
f,-58.0,-52.52,-61.26,-28.98588225766349,-16.229938659373357,-29.197248662699117,275.9962983390512,246.94298336819784,451.08712493636756,35.83655821020942,30.199969513045676,39.050795900253256,193.91196867791706,186.05742306915286,299.79941186992545,88.115717029762
a,-56.89,-52.79,-61.25,-29.457178179010402,-18.477056273374313,-30.548977092101868,255.2614733654085,250.83400386143754,450.7430191885965,37.04482619660227,34.39656069284073,43.29414442460884,184.99095869785637,176.55768384100708,299.58161350539797,88.05028457150175
b,-44.0,-36.0,-50.0,-26.92101609494473,-16.627499208714436,-29.16174297710668,103.06443887395848,94.87819711206384,191.02011863981255,30.9906515028585,30.903239212126714,38.94512953880629,278.44466069602987,105.69201231943794,299.536414471481,87.85445200485134
c,-55.82,-43.0,-50.3,-27.37754924267373,-16.585521776914753,-27.99617683530754,236.7497645170783,142.2971486426036,195.4437443901573,32.00227646908425,30.828215948929294,35.63064720835757,314.87682814803907,121.09484449781668,299.79550223226437,87.74558182656408
d,-52.0,-43.06,-57.19,-26.922263528206535,-16.568069807574144,-28.543505131438085,180.95175272689156,142.79237740529362,330.65235760181065,30.993371634033362,30.79707891789229,37.150390421086286,236.17712935608202,150.80949519528636,299.65036464733845,87.77738778370917
e,-58.72,-29.0,-54.95,-28.060951180884924,-13.360662336798638,-28.52366802399317,290.3381551538099,63.26108690937249,278.6974955123379,33.57866384329527,25.577170322089017,37.094193794988264,305.5199586110568,183.72788006816066,299.79295621016735,88.24695162214432
f,-58.0,-52.62,-63.18,-28.902630528847943,-15.939982729823566,-30.381691215751637,275.9962983390512,248.37701401705544,522.2680769994877,35.627257362983734,29.69716217938704,42.744962202136165,136.17501037009646,228.47226172846513,299.53514139462186,88.33286898615792
a,-57.0,-54.63,-57.44,-29.40541420952997,-18.691930317632675,-30.700143343377594,257.2447460220365,279.0339801951292,337.02116611262244,36.91015110874883,34.827193675757286,43.796473829192706,260.4929941233585,102.52387597298902,299.53685677916627,88.03413971005277
b,-44.0,-36.0,-50.0,-26.873302212921782,-16.861555929389166,-29.265034011184817,103.06443887395848,94.87819711206384,191.02011863981255,30.886786452773844,31.32491158602737,39.25332464976668,278.44466069602987,105.69201231943794,299.510975067766,87.832698063559
c,-55.82,-42.84,-49.84,-27.33436233799086,-16.791153830913522,-27.954840861412094,236.7497645170783,140.9849192984144,188.70193621043447,31.905181650399268,31.197474939433327,35.518428755058856,317.03502522443756,119.94086049331125,299.79698486243063,87.70808407011253
d,-51.79,-44.65,-56.54,-26.836081167988546,-17.139014218562032,-28.334957046083183,178.29775623833234,156.56292636017565,314.6510497778142,30.806004286253376,31.832234696168122,36.56382629817674,243.98733896111938,138.60717074061296,299.67674708876785,87.66208810134002
e,-59.51,-29.0,-55.24,-28.165343843254696,-13.882098806456616,-28.38677615143125,306.9332518431109,63.26108690937249,284.9340215999386,33.82620765462366,26.361196358359024,36.70870272514099,310.85052035156025,192.11967969886905,299.83056955710913,88.18869739573039
f,-58.0,-52.48,-61.92,-28.994683187085883,-16.376054055979484,-29.9601656805279,275.9962983390512,246.37169205903814,474.3886527234802,35.85875611909792,30.45656248185088,41.39183195606749,175.9411357200499,199.88783077099387,299.6438055314413,88.21495609166656
a,-57.0,-52.61,-57.19,-29.485236193187944,-18.617622135685828,-30.26384360823191,257.2447460220365,248.2332370054019,330.65235760181065,37.118030397772614,34.67766485291494,42.362268335662094,264.036564806922,120.16647564701105,299.6526553350562,87.97951817490652
b,-44.0,-36.0,-50.0,-26.941336332389728,-16.79532103312871,-28.879633432721107,103.06443887395848,94.87819711206384,191.02011863981255,31.034991202262518,31.2050036430045,38.11565769661285,278.44466069602987,105.69201231943794,299.59197276439926,87.79279345990628
c,-56.03,-42.53,-48.08,-27.439054303599832,-16.662596549076422,-27.21979625715672,240.2738304220673,138.47681170669745,164.98560780754246,32.141065302247895,30.966106303062297,33.58093162298192,325.4260523350568,116.62506850525767,299.92114092507995,87.65182973017856
d,-51.63,-44.0,-56.31,-26.888034191369115,-16.87966900294376,-27.647707353016223,176.3018213159526,150.77985049497892,309.1764996446562,30.918818276289983,31.357782634044117,34.69562068841707,246.24352022233333,138.2520709382924,299.7934893572064,87.62071147194303
e,-58.95,-29.0,-55.0,-28.079373781953663,-13.658086840228087,-27.747574527476253,295.0748289402472,63.26108690937249,279.76293572699115,33.62221689782003,26.021472121037142,34.961051038789115,307.334878722943,185.83282790424394,299.9234819828227,88.12405908510564
f,-57.76,-52.01,-62.2,-28.86104245391374,-16.079015662514127,-29.488039653070835,271.37487649990857,239.75720340544723,484.63425967825157,35.523160239609055,29.937203344413042,39.92706131675282,165.64496495121134,208.46728504976602,299.72310390668093,88.1647455316445
a,-57.0,-53.0,-55.08,-29.36623069463963,-18.45467875806928,-29.399299061280015,257.2447460220365,253.902690963479,281.47611859417975,36.80853245100798,34.35202078352028,39.65758713409493,289.1217116809145,97.79406983612186,299.81845320324885,87.85466850917025
b,-43.91,-36.0,-50.0,-26.816656629969504,-16.663483499752594,-28.155280381088033,102.41386025334702,94.87819711206384,191.02011863981255,30.763930452047987,30.96769668341607,36.0658983860967,278.3332608723534,105.60846245168057,299.7047253253852,87.70573247968913
c,-55.34,-42.6,-49.58,-27.174554805860346,-16.574572861836472,-26.96610527037472,228.88762807217353,139.03922985016845,184.994740308613,31.548449774213488,30.808677701693327,32.93706217800012,315.1387436188787,117.46799084481302,299.9253788485322,87.6136284403874
d,-51.0,-43.38,-55.42,-26.516691276461625,-16.673205011728996,-27.26548732432127,168.65765212288457,145.462852509799,288.87496522572224,30.121448758582503,30.985133561873745,33.698226382587976,254.16388173786808,130.98454139574443,299.8097760116531,87.5766969580961
e,-58.72,-29.0,-55.25,-27.70887550729269,-13.489002630203032,-27.510437167803488,290.3381551538099,63.26108690937249,285.15154562226195,32.75707571840371,25.767950828370772,34.33406487935691,302.48736697279406,186.0023237968577,299.9118316654011,88.07742465060903
f,-63.97,-53.39,-60.65,-29.959898985900463,-16.257604107372636,-28.967906514068755,420.0751762466066,259.7016308379891,430.56991513315853,38.378595075230976,30.248386291812285,38.37328536589803,292.5605849007018,229.3523321228566,300.0003396084799,88.19718490200236
a,-57.0,-51.56,-57.96,-30.337752525654963,-18.295747207223933,-29.637826483406194,257.2447460220365,233.59065500683278,350.66395588477303,39.41259642788756,34.037340603851476,40.38607187065495,252.67470783265335,137.5068006872861,299.93526496337154,88.04206652972753
b,-44.0,-36.99,-50.0,-27.681805589031526,-16.758887968158618,-28.40235568767523,103.06443887395848,100.47593656562093,191.02011863981255,32.69474511760973,31.13924305107181,36.75237229905308,278.44466069602987,104.32508539255915,299.7651745739144,87.8002364452039
c,-55.48,-43.0,-51.14,-27.946182270621208,-16.75850493018357,-27.567320926842626,231.15338775601595,142.2971486426036,208.38249497311745,33.30860517030762,31.13855241565079,34.483431541248464,308.3405203832181,122.72387241167118,299.93363010627627,87.72459458510436
d,-51.8,-43.0,-57.58,-27.347657272021078,-16.754474535769983,-28.304848040590834,178.42324979650755,142.2971486426036,340.64113159144125,31.935040516532958,31.131286354102205,36.47990998406436,229.8320629467078,154.60892473513383,299.74088581695594,87.75769791569738
e,-59.94,-29.0,-55.9,-28.680294454232914,-13.563862139919287,-28.577728917870083,316.36129196989776,63.26108690937249,299.6526815988053,35.074260608336076,25.879887459515594,37.24754334701941,308.5772812229232,201.17016650769224,299.8690202265279,88.29877880798448
f,-58.89,-51.79,-60.94,-29.61436519243837,-15.9614458194666,-29.962679796528626,293.83177550746063,236.72236983202856,440.2049515131144,37.45680110095379,29.734092311898646,41.39977411947987,210.4639274676695,192.52659429796668,299.74089220964373,88.34295047164711
a,-57.0,-52.66,-64.64,-29.991347625721286,-18.288781424547686,-32.00913922992722,257.2447460220365,248.95295530445364,583.8228817211178,38.463609823723026,34.02361467509893,48.39741508386482,71.10475177899308,264.4180429171562,299.2809495782264,88.44159147272016
b,-44.0,-36.06,-50.0,-27.344876951661565,-16.54611637828483,-30.444227959693013,103.06443887395848,95.20839636489696,191.02011863981255,31.92879393236707,30.757955240156814,42.9494437452516,278.4446606960299,105.61355425551335,299.3123276366242,88.10749936180692
c,-54.52,-43.18,-50.52,-27.408123069278034,-16.618154337109257,-29.15384914139641,216.05572998696232,143.78801147935582,198.7527110787793,32.07119256006381,30.88652200859885,38.92167604059995,305.98119858252863,115.5204588318682,299.5947204386794,87.89718985903673
d,-50.9,-43.48,-56.78,-26.655491484743465,-16.747686893267364,-29.43400226884541,167.47515015675603,146.30757458257918,320.4670010373547,30.41705330135786,31.119053312147454,39.76275142512377,237.79068930512673,142.45950744589368,299.45343394220123,87.85592660896579
e,-59.14,-29.0,-54.94,-27.885721739545417,-13.565363178199178,-29.26061601703385,299.04596394841445,63.26108690937249,278.4848948753572,33.16721222023796,25.88213691190393,39.2400926474054,309.89554323341474,186.86149687104052,299.6335659129045,88.31254925949136
f,-57.99,-52.49,-61.92,-28.717773920987085,-16.128500657417092,-30.693850327492775,275.8021770148333,246.51439086145328,474.3886527234802,35.16687477887939,30.023106850287455,43.77544617183851,175.85187251110227,199.73296554708338,299.4336828284749,88.34389054960582
a,-56.32,-51.78,-59.18,-29.065871436799732,-18.240030616317895,-31.320317163790147,245.22679810269867,236.58533929777929,384.8793655423285,36.03881493627693,33.927707030522186,45.919069471667804,226.67004707286367,147.70191436667272,299.32519603405615,88.19073657153575
b,-44.0,-36.72,-51.03,-26.55892273294032,-16.65651088413341,-29.99451508275395,103.06443887395848,98.91732042013909,206.64056950835845,30.211084262909242,30.955196374609557,41.50047460839612,273.2682946613877,108.59583185558857,299.32535018301536,87.94909414992587
c,-54.75,-43.05,-50.02,-26.805294895784073,-16.6879421832935,-28.584268233532864,219.58053544043997,142.70971975119667,191.31188671232883,30.739347409616336,31.011585445556193,37.26613574898921,309.67947795573286,115.05232582425693,299.63011883792245,87.75639718071074
d,-50.96,-43.0,-53.53,-26.179882275149836,-16.700652245204513,-28.148446941764607,168.18365270025822,142.2971486426036,250.07548697768144,29.416030693104606,31.034416987182333,36.04709569286773,271.4566598737304,118.95408324943446,299.6382581282058,87.64901618384991
e,-60.58,-29.21,-56.17,-27.837931883862346,-13.572308352352666,-28.38319964371325,330.9326801237715,64.03501898585107,305.89090623922425,33.05587573559644,25.89254747880855,36.69868506868209,313.28932687837374,209.3029487379498,299.7882478623974,88.18664773533301
f,-58.0,-52.87,-60.0,-28.718888365519792,-16.22176025188734,-29.477125240460815,275.9962983390512,251.99862977919474,409.7332823573698,35.16963238365585,30.18567148308497,39.89381955295775,223.57716168792868,160.65543784188708,299.70448850289796,88.12879397172247
a,-56.14,-53.39,-58.51,-29.06181886429595,-18.688102947808627,-30.105119062567006,242.14065549244202,259.7016308379891,365.6952716975348,36.02854040206661,34.819476212557056,41.85224163932585,237.41588775031312,123.4220341652631,299.62203799438896,87.8905462539414
b,-44.0,-36.0,-50.35,-26.586658800097183,-16.882858548821606,-28.79419617053817,103.06443887395848,94.87819711206384,196.19091158157,30.27009863436,31.363574494419467,37.867953755632236,276.7761706443304,106.94337985821255,299.56858079141267,87.73932073927413
c,-54.94,-42.94,-51.0,-26.89998742057768,-16.853989247235887,-27.788206885983836,222.53566365158335,141.8036374192658,206.1680312215774,30.944832659621458,31.31119001022567,35.069625380570415,305.84738708255776,119.88177220247671,299.773086703332,87.64167503309541
d,-51.9,-43.0,-58.39,-26.499661526468127,-16.837040639086624,-28.599133590900905,179.68305367481386,142.2971486426036,362.3616925424899,30.08537870973243,31.28047686407904,37.308435057766346,217.48333629637338,164.4343993603335,299.5943422380404,87.71257054554954
e,-60.22,-29.0,-55.76,-28.05413414596315,-13.634028800629858,-28.727782197870145,322.6556160761206,63.26108690937249,296.4682970297563,33.56256192779713,25.985248370166016,37.6765156425778,313.51099620144765,202.4976046845465,299.7557714434932,88.24718695525264
f,-58.0,-52.53,-60.92,-28.920058332484203,-16.188268035964445,-30.020094326157803,275.9962983390512,247.0860130632774,439.5335988208051,35.67097071470862,30.127188777525028,41.58156359991046,202.48681017040843,179.5379659288843,299.61949310026347,88.24134348491859
a,-57.0,-53.33,-57.5,-29.441062472269927,-18.635748668459932,-30.37348324689453,257.2447460220365,258.80094048150426,338.56784539786696,37.00284512872636,34.71408119340421,42.718196303726685,259.62222784882346,116.77949481567113,299.62030521014736,87.98994998553732
b,-43.94,-36.0,-50.32,-26.908337572831005,-16.829353018229888,-29.035823310344767,102.63026221104008,94.87819711206384,195.74226919996343,30.963018479212394,31.266555799603758,38.572687275608544,276.84827897496325,106.77766381161656,299.5590469247351,87.80710355866657
c,-55.19,-43.8,-50.15,-27.236510265578012,-16.996743269097472,-27.814734634320352,226.4846677479174,149.043790216936,193.21927243631018,31.68627454937748,31.5710789927369,35.14069244555269,311.63468123672294,115.12555572577595,299.8076264410547,87.6533888767751
d,-52.0,-42.4,-57.04,-26.81100455973659,-16.820401879558503,-28.320088559764045,180.95175272689156,137.4383496049622,326.8889887702641,30.751698781313973,31.250354510690432,36.52236248618394,238.23927152974022,151.13834244369272,299.6764866803037,87.70398789088826
