label,acc dist1,acc dist2,acc dist3,acc measured dist1,acc measured dist2,acc measured dist3,acc estimated x,acc estimated y,acc estimated,acc measured x,acc measured y,acc measured
a,122.44445066171264,83.4232784154842,153.47488899282598,103.07422160960616,324.7121070275896,467.19267766691047,145.4545209054612,38.36327067223113,158.32359180560937,199.68360149987572,11.956602226643657,200.04389794613425
b,212.54836689977384,204.44821544993388,126.28889294708428,284.2159996049059,267.83807489763046,277.63246916331735,21.139436946328985,5.454637025313309,21.90452917018018,0.4159596553324104,12.152586908409019,12.169133342118688
c,276.9868061370433,217.8997021158496,41.28432572099251,477.0910083765393,328.5580588239276,106.43909027205143,182.50572130906542,17.09850181812995,183.37229001885046,200.13635100147047,12.279235202936274,200.51412379624514
d,404.5033297185338,69.42506909378665,42.937434123974164,551.4997711508776,191.1936336157825,280.7147231662937,243.24020157619717,169.95964032572635,297.68541338014955,200.23607374834765,212.34587466960593,291.8658480897184
e,93.25368635303911,35.55123128465289,122.04016535970695,389.0126400517471,73.09897739503043,387.72437603592863,20.382766716035476,89.97433542423077,95.54679108675178,0.13300202351547796,211.71906786949162,211.71915400310215
f,41.8876654505375,22.09203925667955,140.4386359251772,278.96876197120696,192.6205422753974,542.2421064296857,99.86869264181686,117.14659708473904,154.46346859840546,199.75293314817876,211.71307867859844,291.07392166316777
