label,acc dist1,acc dist2,acc dist3,acc measured dist1,acc measured dist2,acc measured dist3,acc estimated x,acc estimated y,acc estimated,acc measured x,acc measured y,acc measured
c,254.2810237352758,218.25797890379533,22.560079287197823,476.6895329483853,327.6469056695743,108.89101363830139,167.9565437977688,19.834383007752052,169.12363333901632,199.96263204409053,12.502883879924696,200.35312904797672
d,409.1345411621451,79.98520607493984,10.66122275342616,551.5417112098954,190.96379467789822,281.8958761597917,263.8284198454178,152.58475315409564,304.7745757329937,200.1525472249404,212.47301915421474,291.90037003940114
e,70.95284958315347,40.29790945086917,128.92483206039725,388.7869609402729,73.46621658625997,389.04089798498563,31.336294046960006,84.42162310231421,90.0498404875141,0.014961183151910973,211.8179914953709,211.81799202374197
f,49.3969279275845,2.9241259422134362,147.56826003128202,279.3143080656367,193.62399217914037,543.7180217234994,101.26249156369911,113.59382271455499,152.17637384493685,199.84336836419567,211.80298283812624,291.2007476265732
a,115.823389784727,22.181137689048285,138.8656811549759,103.53791614796965,323.9272656674898,468.0420839646112,140.4224546240182,28.219463038064106,143.22989861335208,199.73575544558622,12.18487312521195,200.1070791763663
b,200.55745506657632,208.9959953524691,115.03339985032142,283.94466573966304,267.6305373425813,277.8549949106438,22.582960118180097,10.809585055438063,25.036717372092987,0.35855916571853186,12.238060062240976,12.24331159296121
c,252.65720533724198,222.15847535949158,22.560079287197823,476.2604567062608,328.65469767517516,107.5277553256058,167.26254320061344,21.723439924707904,168.6673240438096,200.01418835022736,12.346717816679273,200.39490258548227
d,402.1434367576385,81.30964910737538,35.18092417065799,550.8670259037194,191.91921295153122,281.86094463977497,238.53649208064797,167.9788080606154,291.74738732610115,200.11868656980954,212.36779570085196,291.80056436762504
e,39.82676644374112,40.29790945086917,126.66239498840389,387.3996049868174,74.14513737357123,388.9799927481131,49.35440264349876,69.23117728349268,85.02242626716195,0.09501889093309046,211.70812071281415,211.7081420360141
f,40.23146767778678,12.021546263493121,140.87002099922734,277.7509189882172,194.0195771689039,543.5528763961674,100.50904754583684,112.06523541646837,150.53466586643677,199.9307276940715,211.69171560111522,291.17980412525935
a,103.11625071841121,50.3304753069055,56.744668278165705,102.59971562730703,325.03400204656475,465.96590167411506,78.70593167181232,32.91968419428565,85.31312494440401,199.64728609809583,11.928752794975352,200.00333494614173
b,213.3082564012435,205.61495578072365,117.01951260673914,284.13538157982146,268.19912553572124,276.3174677861206,24.242918972656412,7.787050338541931,25.462860665875116,0.4690923050096103,12.124898868542232,12.133969678674656
c,265.7082132918515,221.99810989141397,35.024396446450595,476.85828315859914,329.1030298310523,105.80016044129518,176.25210160732956,20.229744417871345,177.40926097645755,200.14748798481787,12.261072064560537,200.52269406430077
d,402.1434367576385,81.30964910737538,5.869307145954963,551.3901326944366,192.27251249117828,279.57629625672564,252.98236348147955,157.14440450999172,297.816117934331,200.28176634126118,212.25945875232517,291.8336234202727
e,51.0210540290517,39.532515335685424,91.8406752560951,388.17997424977136,74.29244621712692,386.0679438539681,24.00419624405862,60.93560804812762,65.49312762052453,0.1307350675091925,211.6004692597999,211.6005096464217
f,51.640334120082514,7.027079515945729,121.56183178626088,278.82837019617205,194.27571372204665,540.4169653880698,80.82789070790147,102.1027633121679,130.22335501847985,199.6477366631026,211.56279960045543,290.8917959129855
a,115.823389784727,39.36323620598233,206.3364988636518,103.10489392559549,324.9841404510454,467.1707303047439,178.3523961725562,42.501011763032075,183.34642952993067,199.70182835939454,12.022801068111974,200.0634099369709
b,213.1633271428795,205.12180288793616,127.09332390759468,284.4740029322323,268.088753343104,277.8769885385881,20.95796552630901,5.2439819861920824,21.60406596160695,0.38540055262751594,12.223482326984382,12.229556565307881
c,253.38017200702143,213.90829221058667,51.94542344680042,476.77392901875663,328.5692496063053,106.39701294883716,176.32274016946258,25.114716337145964,178.10237976389627,200.1076989654955,12.326263930133948,200.486977052727
d,402.1434367576385,81.30964910737538,27.793361454912144,551.2986287658367,191.7856531324878,280.78258651541717,242.04239076671547,165.34938404606478,293.1295579304148,200.2044495636253,212.3486177913182,291.84543358250016
e,30.796223927508322,34.04578296792906,111.52811848257528,387.6326118416772,73.41322333432994,387.7361084481072,47.51097526120009,60.04949877717124,76.57176420626507,0.006309792834770178,211.71097367091753,211.71097376494546
f,36.71382651651618,20.63429796438885,141.54445470663825,277.84150738795574,193.0009845815399,542.4969167535289,102.63415916007787,116.38270744601519,155.1731459336987,199.8544042523189,211.71981687446163,291.1478383165585
a,115.823389784727,45.80705153195993,206.3364988636518,102.21734485119254,323.81954149564706,469.00321085706054,178.35239617255627,37.37866212797843,182.22717032037247,199.88687294507923,12.180840675971154,200.25767115228228
b,213.1633271428795,207.29405626273928,131.79686312478913,283.83906701947006,267.3775740891603,279.51078719282646,19.493732817643718,4.655157808467493,20.041859030225105,0.24925725935065657,12.332050617444636,12.33456937280567
c,252.65720533724198,215.5967654707169,38.97279410835171,476.19035234549403,328.0699178373218,108.1995146935538,171.9726584358258,22.931909602216265,173.49486369195319,199.97268237291019,12.419009397538005,200.35794341586
d,406.54510336138026,81.30964910737538,41.96099015781999,551.0115480057084,191.3928112048225,282.71862096234605,236.71027619167432,171.3154748583988,292.19984048711837,200.07791895978448,212.45203687839904,291.8339281664466
e,3.301267584342554,38.11566230196649,127.79577168217224,386.8021420712763,73.54749789313406,389.83814536350053,74.43019065788309,51.597632142338284,90.56582646928635,0.18187645769813798,211.75683099337877,211.75690909957163
f,40.23146767778678,4.635757228543326,146.23677829532352,277.22729878655446,193.63981923823215,544.5453024580601,104.44057105841725,110.7313123016445,152.21450787310857,200.02911887868902,211.74306835519565,291.2846981835087
a,103.11625071841121,59.53203794998211,235.21625476501316,102.16470703902218,324.8902093036671,471.5802469020811,186.9553410851281,41.23682988202337,191.449146508872,200.06044289481048,12.208959529837088,200.43263083657044
