label,acc dist1,acc dist2,acc dist3,acc measured dist1,acc measured dist2,acc measured dist3,acc estimated x,acc estimated y,acc estimated,acc measured x,acc measured y,acc measured
b,213.23581726493688,205.12180288793616,139.24258791251714,283.84063258588424,268.06080552769043,281.753460098917,17.263676467419884,2.4545938761631874,17.43730358365779,0.11629279720665409,12.376762566677002,12.377308901638482
c,248.2764148138004,215.42879669966135,22.560079287197823,476.09384001437076,328.66128915240955,110.54195049907547,165.3683248533074,20.759080474571235,166.66620019349673,199.84212442169735,12.461192352217267,200.23025747427914
d,413.8431590421141,73.95767202050072,35.609546232472496,551.264812732663,191.5357855671117,284.5013257493215,241.750279555055,173.37305411210465,297.4918714134993,199.99449510656876,212.52334984290826,291.8286694301684
e,26.621603061164137,34.42657653298458,106.47593774853999,387.56675723465526,73.29160029517206,390.7737934165185,47.60852858967968,55.93182566271619,73.45026287521934,0.18757844191475215,211.84899126285205,211.8490743070638
f,35.53134459669138,7.027079515945729,174.29887058860925,277.7962198411401,193.30478241695477,545.8584648439205,126.396708879351,125.29941209030963,177.9777252515287,200.07534173291185,211.8580417894189,291.4000210027251
a,115.823389784727,53.547032795320604,114.3023687175019,102.22395271328153,324.374493102011,469.3332241452147,124.72985797466188,8.853717910572328,125.0436955276807,199.9088456793803,12.147386591751413,200.27757134005734
b,216.44564277919312,205.12180288793616,133.75679526386315,284.1153023621677,267.6578539598523,279.5930451570082,19.44931920810029,3.2802391942964277,19.723995204582096,0.25907704208759696,12.324197329071438,12.326920163594329
c,274.14953591650556,214.33224544608913,20.693700266400526,477.1287474747534,328.2608771493737,108.85184867787768,175.58507513174942,11.936394020537904,175.99032959579233,199.9889082748394,12.469363438681881,200.37726532101405
d,405.67342019044946,72.82694725500005,45.702643233368576,551.7783824226505,191.1393855734179,283.2107509173321,234.75446486464097,175.50425022132703,293.10646635588597,200.0911507346084,212.52337501015836,291.89493576971864
e,53.37709388429397,36.73891309062751,108.41013090169804,388.6341611014063,73.23491142479934,389.6082850975017,31.494531722137936,69.17692006680431,76.00889288975196,0.05705581533698023,211.85139142413271,211.8513991072685
f,44.852889516929395,12.70471840034142,125.76904500353606,279.0352729026096,193.09653466406584,543.7312959035542,87.08093430790805,105.55921206833423,136.84237783824776,199.861471188498,211.83059665327306,291.2332559034295
a,115.823389784727,46.53520682493155,115.20701173836477,103.29230862819244,323.9882451578654,467.3524807266494,125.32563666132114,2.9637084365409123,125.36067474396549,199.70280568371777,12.131245032836517,200.07093168172997
b,213.74182252475137,205.12180288793616,114.572261231812,284.6494904153992,267.37373340355026,277.1963175321016,25.134644997200382,8.227854155684696,26.447078537004955,0.4385554007135397,12.255190677042592,12.263035079871813
c,281.9785517603344,218.8335754332571,22.560079287197823,477.8056791537566,328.2630524309459,106.9606853051169,179.11736259328188,11.668119134188842,179.4970043942317,200.13113929300494,12.417404812460177,200.51599651148197
d,407.5360698926804,72.82694725500005,55.0343744243209,552.3718962968561,191.16145458786914,281.89132871471924,231.1674861164472,179.0163339669432,292.37861492311976,200.1958918185888,212.48905557182252,291.9417644648418
e,79.78963049094631,36.73891309062751,96.12540716034664,389.7542367554096,73.26522762024524,388.18186716408263,9.156381152331392,76.04144402586593,76.59073393920227,0.09249730572679482,211.83540146136755,211.83542165570498
f,40.23146767778678,16.01161835921033,183.24644691871526,279.85995819343236,193.04431614419374,543.6549320343756,130.24578313782948,136.73812315564462,188.8419401227247,199.8059029484548,211.86873700637085,291.2228709660731
a,115.823389784727,46.71698228422571,181.01119415039494,103.96342729653546,323.95269480933575,469.1291548210522,165.0047743154244,26.652983318641873,167.14352235928243,199.78389625248707,12.258724241539227,200.15964009223893
b,215.6703782865597,205.72419674196777,127.38177117853513,285.2113860295735,267.4050706801426,279.27188018786137,21.2925179494423,4.99921489606966,21.87152189959371,0.3364347249083153,12.373190943633915,12.377764032802874
c,276.7886407989508,218.25797890379533,22.560079287197823,478.08355350607457,328.27087439937895,108.61849263428739,177.12341303023527,12.959231083402187,177.59686121593572,200.0530145155114,12.497567312511563,200.44300388258546
d,411.081924799673,68.93610274409193,41.54206942257264,552.6894101265563,190.9886739118395,282.9819621036753,238.21972390494506,176.753282903868,296.63169061083653,200.15064338288892,212.56130569327635,291.9633345552397
e,26.621603061164137,36.73891309062751,74.40199865888701,388.87025608702754,73.14737934462565,388.6685714850457,29.763385355850062,42.17558230205731,51.620139968411934,0.011931208918667835,211.82647817322956,211.82647850924454
f,49.3969279275845,9.71350014782584,147.56826003128202,279.27336886961757,193.1204185420708,543.3381221268343,101.26249156369911,117.49645024240809,155.1112762414613,199.82083588635845,211.8203667256362,291.1979296185088
a,115.823389784727,60.22844111397234,47.663638082840635,103.3956485693873,324.4064840731443,465.5159341126834,77.09216757941311,49.65430028101642,91.69924666260711,199.56319659719276,11.998359924532252,199.92356058496063
b,215.81178212852492,201.82447806002148,128.9603857707494,284.78843684840047,267.4664622152247,276.4930944497607,20.821418236645968,3.6722345675729002,21.142770965618737,0.49201058831846467,12.21849163655122,12.228393692202161
c,257.1425445255535,222.15847535949158,22.560079287197823,477.09260588806126,328.5281023936834,106.50462361337999,169.16882787811807,20.29372641657943,170.38171162870535,200.11893755573442,12.34739332055291,200.49949448876015
d,406.6692794344481,64.66900443535258,30.422651448687873,551.6777638596765,191.0145376737529,280.8596671016911,242.1320514802615,173.569861898208,297.91681274040747,200.2198731566487,212.42909611249246,291.9145739459321
e,54.93951901181532,36.73891309062751,117.20376383062154,388.4593020382704,73.16333497901772,387.8735116880131,35.09549348115854,73.32329774307357,81.28960360713698,0.03524276996313347,211.77134951364428,211.77135244617702
f,18.860331646633767,3.055332945951079,131.3190647615599,277.99086405901414,193.33330528591273,542.3363520715181,103.60477012851086,93.88899068100966,139.81806379892512,199.83398153672653,211.69351574584448,291.11469352414497
a,115.823389784727,47.44303249397677,174.4203988378485,102.27328596070774,324.28118112659894,467.84219969886584,161.35582272812758,23.347272936314397,163.0361821248084,199.80295724720514,12.081252663509844,200.16787552114363
b,215.0315928092813,205.12180288793616,128.9603857707494,283.95667408529397,267.6152198123051,278.4147801674191,20.69033852698277,4.566245376009775,21.188220906793433,0.3236654369951566,12.26643918894257,12.270708605909087
c,239.09928478340316,218.25797890379533,22.560079287197823,475.84927027863944,328.4502932669566,108.03526228888626,161.2965224767279,24.829398998532724,163.19640687746136,199.96253848362772,12.367015256442656,200.34460278023312
d,416.20817760920687,67.40607256655349,14.279604334662451,551.0954083386434,191.06944890238765,281.81394143255363,252.76784800880915,168.60835376233535,303.8426598511955,200.1336044409444,212.4431630150982,291.8656491236747
e,74.66206204182447,36.73891309062751,96.62584854140391,388.39433586872957,73.2001476448452,388.20618696213046,12.395633126045254,74.02222740602357,75.05292712975677,0.011277585033269588,211.7810347512446,211.78103505151682
f,47.89076618172953,4.635757228543326,168.32837904065974,278.8796265864816,193.31846796353685,543.4287607246351,116.64436536227129,125.09567204997444,171.04044883126852,199.8512149569546,211.79153547064465,291.19780668264696
a,111.51595343711878,48.34823365613238,196.44920857357874,103.273717572424,324.28554674887005,469.44196665207403,171.43721722121632,32.94774037500038,174.57454867297506,199.84852664433282,12.211695177651904,200.2212753456098
b,218.0473902721672,205.12180288793616,114.87980426509932,284.9259036396067,267.61569846799637,279.0398306211098,25.751346266845758,7.610402067795675,26.852375205715035,0.33594662559471544,12.334210527594664,12.338784764889754
c,239.8603549512074,219.8963704171589,22.560079287197823,476.78309679881306,328.53258333330007,108.48168153566127,161.6395395050488,25.15162692063292,163.58467247318416,199.99013636837765,12.418128736820066,200.37530927229164
d,418.3084257159866,68.48765623118445,40.91248826150303,551.9552268256281,191.19118578695455,282.88406535119225,240.5365205434896,178.2316977826554,299.3732717021618,200.118420916402,212.51252759337297,291.90573268471167
e,78.33233359989936,36.73891309062751,111.28936994199381,389.311104468775,73.28510788673785,389.5085815778498,18.096336072906468,81.4887517538499,83.47391234190566,0.01147151954671699,211.87357332871014,211.8735736392627
f,40.23146767778678,7.428061995111193,184.46512849662747,279.4577466050626,193.31464936732635,544.9718892249633,131.0566926446997,132.29645663424344,186.2208611432767,199.91554025405105,211.89363009815617,291.31620914608123
a,115.823389784727,32.597653664828954,12.36612564020919,103.6128117076616,323.86761991024696,465.93097227707165,27.84242925266605,64.89162141195223,70.612487536992,199.58003253166873,12.080633370129519,199.94532024522465
b,213.59750380579788,205.12180288793616,135.83361567117674,284.8248749812284,267.2861709471418,277.1493248579658,18.340898964521784,3.1695472662303814,18.61275381827377,0.4508191650109552,12.266951933623375,12.27523310008276
c,250.11073841228767,216.01583736186538,22.560079287197823,476.9504862017916,328.0490492242636,107.00260702785584,166.16536406017457,20.373857941905797,167.4097437447633,200.0823760342651,12.40177556412577,200.466359364009
d,414.43753736164547,63.746031594552505,63.27323959287207,551.9046000687796,190.54426535968406,282.24456328805456,229.6171573489741,186.67470815851442,295.9247972291103,200.1516709996697,212.53659447519442,291.9460487745523
e,60.35635550702301,36.73891309062751,87.24290259930609,388.83011227195254,72.82967624541448,388.34969298992553,15.704631101759958,63.74490005998419,65.65095369984917,0.02856426209257279,211.83190333335415,211.83190525921387
f,40.23146767778678,43.87836888448595,124.37091926762093,278.99395858099945,191.84047439695513,542.623762453573,88.12166717568559,122.80919747252537,151.15398509357283,199.79035000853924,211.87119111040408,291.21398589194854
a,111.51595343711878,28.777608948679585,138.01526393744177,103.33002939680065,322.24080462801334,467.06775959129965,138.06464528645898,23.672282991747167,140.07934630100578,199.68015099671203,12.281410947813853,200.05748113214563
b,217.21493023675134,200.91070088859192,139.24258791251714,284.87221960543184,265.72881832412503,278.2624534250087,17.93350968283653,0.9311978256577333,17.957669640989092,0.3818288911979266,12.452807834980305,12.45866029222646
c,265.8799663627609,213.39792547795338,28.678108245342997,477.4579092114563,326.61969368079514,107.61764359262207,174.48924887970378,15.731295461062004,175.19695097656933,200.07506259806246,12.567450302399564,200.46937791274232
d,414.43753736164547,61.602802314590605,69.37559736938985,552.3222833462373,189.24447246303902,282.98128951957995,227.07549128862019,189.44324518031658,295.7228802247431,200.13196370607216,212.69327427910753,292.0466261068877
e,8.599021532704967,35.630404121021584,104.28580907378625,388.1602073410552,71.85380312915659,389.45436800333414,58.65945400454308,45.70210728730342,74.36137542172884,0.07647795205446073,211.91825795454713,211.91827175438917
f,40.23146767778678,34.74496963773703,107.61923530166194,278.36617462781066,191.18638131261267,543.3891056542916,75.08047807562477,107.02495732609103,130.73415651128045,199.88077250781316,211.93255850518807,291.3206696629594
a,100.20873140938454,29.7367714983136,194.048013549048,103.1667595831627,321.6814444609549,469.2947660301641,165.51782435493345,50.45797506896093,173.0380230679098,199.84539222068202,12.44373050483162,200.23243298905177
b,213.1633271428795,209.83521192480646,129.2459856020957,284.4708253132137,266.1162998343771,279.5123417156552,20.283256372219114,5.8281792188635535,21.10398450692097,0.28293258230195306,12.462302880848895,12.465514186753097
c,273.8175539350983,211.68384015600122,27.256200955278075,477.3472759267638,326.9468416669652,108.61353163432395,177.2635629944337,12.414150368155077,177.6977261949199,200.01378871888653,12.57679594488178,200.40881086898992
d,408.8895731493742,63.83856955878173,70.50329198349598,552.0124102309916,189.70718853905424,283.8230785901545,225.02743364687586,187.70228723564682,293.03497150884976,200.06993716758075,212.67635254747597,291.99179901349623
e,24.93937917269858,36.73891309062751,82.84218573155641,388.1853432812005,72.3378551833545,389.6607255133975,35.74275458144956,44.98426273777818,57.45544707972598,0.08690255682540737,211.8945767015581,211.89459452186804
f,40.23146767778678,30.737331096330905,120.85687620809216,278.4043650964522,191.82457210042932,543.7772892716982,85.42474869684358,112.2147854997948,141.03030090971174,199.90392698336507,211.9023205000921,291.31456101042096
a,117.63973338950996,21.396509722922985,161.3722848215478,102.60337240249119,322.1642033637011,468.66256215132927,154.69976641811104,38.41972467020282,159.39916239915536,199.8384572056296,12.337626892473978,200.21894519666253
b,213.1633271428795,206.80967651051492,132.358982045834,284.0724660982033,266.2465652922424,279.09881744375787,19.321209298809777,4.413209684518691,19.81881803962948,0.28716292440418556,12.416291608838705,12.419611904599549
c,284.3713892012165,216.68383386498385,35.56382186701131,477.3461072961982,327.3267635082696,107.88881801561669,183.71643233440557,12.993680903013527,184.17536005962242,200.0537901141081,12.514958906907523,200.44486308075145
d,414.200036925325,63.83856955878173,83.10736204458769,552.2461424707424,190.0470017442981,283.564880532046,221.51629182515666,192.61317385782914,293.5460820511054,200.09600032211154,212.64624501627145,291.9877306744696
e,44.13030818902757,36.73891309062751,104.04153161719569,388.83793249554964,72.57965765382204,389.90866542126344,34.96600218824557,63.09986317577537,72.14023871481135,0.06226449329767547,211.91777842892347,211.9177875760254
f,40.23146767778678,30.295893213500023,132.3521702959335,279.01334724945224,192.07520011665682,544.234411970611,94.17057279133925,118.49370432055113,151.3567135724581,199.8956274460067,211.93338144089924,291.3314607813691
a,114.19957138669318,3.0463349355648575,92.47648897339394,103.26664262248477,321.9598526097513,463.65535391294526,47.93143894855613,95.36048151804115,106.72883525566947,199.43086199638844,12.115412842798975,199.79852838540626
b,213.1633271428795,209.20652895923425,135.97122692312053,284.5466173501876,266.2800980541719,275.36233163569904,18.22511777136748,4.142368549492517,18.68994743117378,0.5552404552673238,12.250240416546873,12.262817059157491
c,284.53001557280646,217.3487431844887,35.56382186701131,477.75831365156625,327.384043590678,105.00298755473304,183.77603652373045,13.187578540460947,184.24859247259485,200.24423677701287,12.400706624381385,200.62784424698475
d,409.62344424971116,63.83856955878173,81.32155041263309,552.385162200591,190.09134026701386,281.14134535083633,220.90706977889607,191.11149809650368,292.10193115244545,200.23995928280942,212.54525568103313,292.0128884246326
e,100.69909805067596,36.73891309062751,133.17618576519044,390.22595764182404,72.6062908151936,388.58562936198945,16.63511220050276,99.11092774779948,100.49727835594776,0.09529835768876183,211.91830410383466,211.91832553137618
f,40.23146767778678,23.336185618218877,91.38282117978548,280.2669313651005,192.29494686748674,542.2721829452513,61.994086294164816,90.00416514303299,109.28868412851675,199.68888647161964,211.875727824762,291.1476866154839
a,114.37948828765929,6.138033175562441,176.46228164804262,104.34596051186475,322.26392212337237,467.84892879613653,161.8767156021243,59.1292926048172,172.33787830328285,199.67177355125187,12.368369469126506,200.05447687174416
b,216.02351514984784,209.57379146117032,133.75679526386315,285.4857495236666,266.5349510803686,278.6479496547668,19.378969396431955,4.3642179237074,19.864311036465757,0.3893091831171205,12.426565514070788,12.432662310042556
c,291.400227488405,218.25797890379533,39.939018908426675,478.7629299977986,327.640466283684,107.44960756558697,187.62381861538222,12.586019989946976,188.04548707960316,200.15370088038668,12.526894683070694,200.54532422002774
d,402.1434367576385,63.83856955878173,71.6258349509722,552.8838471122095,190.30532935150407,282.92317892681604,222.57213988851368,186.54883248914018,290.41147421824326,200.16372526108273,212.62253429113423,292.016881359244
e,135.14901293846577,34.27452364644773,153.3257402713599,391.49431181672315,72.50968246184482,390.7122921244238,8.483281380602534,119.77786449421302,120.07790340348441,0.043220621005843896,212.06991027346783,212.06991467772787
f,40.23146767778678,22.907593111474313,156.77569357169818,281.3732819476486,192.197125800736,545.6029631848494,112.02137008457291,127.26026281959821,169.54044310587977,199.84097335568578,212.0953955570514,291.411858798248
a,101.0602770323427,23.74495221783411,158.16595464041615,105.70330918210979,322.5890121322654,470.31662677893814,145.89927590442213,40.2291465929922,151.3439227225036,199.75731746942216,12.525046894818914,200.14960075477774
b,220.4356361694611,205.12180288793616,113.95576520500197,286.70664901161337,266.40916623952717,279.6424161637794,26.448191809772254,7.553968674155499,27.505804709854004,0.3891595621954025,12.529190032712862,12.535232269115696
c,293.84622137231617,218.25797890379533,33.14932184634185,479.8480443897163,327.5215728829507,108.4246596570468,186.49570265532225,10.41127692697161,186.78608565991328,200.15462055089574,12.61900759878813,200.55201689499742
d,402.1434367576385,63.83856955878173,79.88305641440758,553.7266611610936,190.19233810655555,283.9170979621597,219.26273745176917,189.03088431669858,289.49753584512,200.15122401187926,212.7041015628124,292.06771012061006
e,115.59829177626301,34.880627841469675,133.62012133030214,391.7242090731088,72.48183987693125,390.9645930268018,9.000548084770344,105.4578745373567,105.84126401249718,0.041677179658563546,212.09175045431203,212.09175454920793
f,47.89076618172953,23.765523280392983,132.69601354726188,281.71243986291375,192.14137381706973,545.2702593023708,90.95443982961396,117.2012295365185,148.3537607531085,199.8004853301888,212.098820452349,291.38658784415037
a,103.11625071841121,55.67285480928581,150.5693379137365,105.8498517197992,323.3790453858055,469.7100642694639,142.2322617750227,10.617395098413112,142.62799643938908,199.7082867881657,12.427126530089197,200.09456085975722
b,218.2544093819352,206.97141698114467,123.89117706701202,286.59321287389974,267.1655260485536,279.49591923601093,22.828820698787013,5.802192213857538,23.55462776152311,0.39251818995711574,12.455481282140383,12.46166459583938
c,290.3214159188385,218.25797890379533,35.56382186701131,479.5738642548211,328.1612777417108,108.14895604881329,185.9234514369232,11.901504868311264,186.30398710802828,200.15604978907328,12.544923455386481,200.54879548794972
d,402.1434367576385,63.83856955878173,84.70298195322525,553.4415084055819,190.73900254376423,283.78724913264705,217.38349068397366,190.4403193925452,289.0036284759828,200.14420527848466,212.64303499136867,292.0184296185716
e,94.72549938210881,11.695261975834143,132.95396376869945,390.9101485026002,70.90798468353611,390.7921176117428,19.778409528257725,101.33637974815849,103.2484738092068,0.0065729309357607235,212.16239700410208,212.16239710591896
f,41.780620671266206,30.295893213500023,148.89568360201378,280.74062563322383,190.35283145139945,545.3789076887367,105.66002056642677,128.1766915375232,166.11232404491577,199.8640160167555,212.20612344004255,291.5082566991825
a,99.02158914476738,22.96395045422389,219.70126250054562,105.09442524435681,320.62674330660263,471.68335080100286,177.99697514160448,66.19147243929318,189.90585610571011,199.88248707227814,12.755152745001126,200.2890475281855
b,217.49319823349876,205.12180288793616,135.14398198102413,285.98585751873907,264.9224194279675,281.528171605649,19.20235163780535,2.8350669635130004,19.410510377358154,0.24124068557807732,12.713899022291542,12.716187534689947
c,294.3017876149887,218.25797890379533,29.06797717435569,479.16356401086233,326.29128517372453,109.98888596342991,185.48598516715782,9.408178993804995,185.72443168686925,200.03595977561417,12.7594832149871,200.44248455670436
d,397.76247486188134,69.11511813300766,78.79840802055253,552.9386010232874,189.42690261781433,285.12345764438595,218.3537374409401,185.63402687113592,286.59788308154094,200.0483818097565,212.7872703972139,292.05783247124043
e,102.96769487484187,36.73891309062751,148.10710416486825,390.6276131986317,72.1690626927729,392.31337331775006,22.473908977512224,105.31868832825194,107.68984490616084,0.09213683610539647,212.12304004195505,212.12306005203072
f,40.23146767778678,32.214341178365885,135.43733368292908,280.45520936565714,191.64735865765553,546.5325581738049,96.48033402997635,121.44837355465344,155.10693825102234,199.9523748341649,212.1414435477912,291.5217732389179
a,111.51595343711878,68.79874258996284,209.7915740687472,104.44003346528942,323.313413685324,472.3137112103601,178.2592033898938,22.6250344643085,179.68927563355214,199.96228536372968,12.495872794474565,200.35234564332248
b,215.74110508030137,205.12180288793616,124.1845079038807,285.40888903929596,267.02616570437687,281.4684848256949,22.31920330038787,5.609023398964453,23.0132131492796,0.21533704230671447,12.510335430767853,12.512188562842029
c,289.85743909360167,218.25797890379533,45.27525991187255,478.5329518282878,328.0925225370117,109.19782158540771,188.69669925276287,14.236410522602597,189.23297728846237,200.04528504490588,12.553294456845862,200.43877187415094
d,402.1434367576385,80.1514332654844,61.72422324543771,552.5953316141278,191.52065943025735,283.8604161531217,226.69043039021653,177.27705818789394,287.77718219180537,200.09783667257125,212.55072117326853,291.91942948752063
e,99.33025852739655,36.73891309062751,122.31590702975302,390.24394510968216,73.62664808125041,390.4482991974031,12.007740548160257,94.53078555601726,95.29037333807467,0.01155211837715342,211.9313951906805,211.93139550552632
f,40.23146767778678,21.342441596106767,127.51071126206375,280.1391303323395,193.35213143303426,544.4864228149903,90.51394991635141,110.16817888647287,142.58261734384615,199.84312730152124,211.89853948661747,291.2700921244981
a,115.823389784727,52.12158975887371,129.11266739419176,104.05291659585532,324.5135340492826,468.2871093275238,134.3119838110822,0.5705272964550119,134.31319554185436,199.72050433659092,12.168623478161166,200.09086748229038
b,185.1246822452455,205.12180288793616,125.20764737702541,283.22393827884287,267.86488562020014,278.3108630730577,16.083889292289086,9.795599828198732,18.8320277920573,0.29036573624063067,12.211491861373958,12.214943542283974
c,279.23596414731367,218.25797890379533,39.800670584886404,476.278910469922,328.72288625349887,106.95637388108727,183.02885445756192,15.969539773990363,183.72421659824937,200.0477717751395,12.317649552497983,200.42663366602866
d,405.17338457547436,70.98231624270201,32.5679746616309,550.875035129221,191.52670927752501,279.45428669376474,275.0019167111214,145.7961420832453,311.2596492338003,200.26179202903705,212.2923981403728,291.8438754794622
e,129.81142244249344,36.73891309062751,111.28936994199381,389.4528481119109,73.55941621751259,386.27958858856186,9.375667645881947,102.09275454294121,102.52235694701561,0.1924997088161149,211.71472945725748,211.71481697155167
f,40.23146767778678,35.34404057068849,89.50304063037242,279.51311803346823,192.82645855142164,539.7735847461589,60.450622738661394,96.43994201664344,113.81977071522115,199.55933661619594,211.6688323429413,290.9082731998531
a,115.823389784727,44.528714557044225,204.24438988475515,103.59344012874922,323.69045750539794,466.36701419285856,177.29026205782503,37.589989482088896,181.23146616908397,199.61305040252682,12.119853627039618,199.98065092138933
b,215.8824094662188,205.12180288793616,112.56174929970402,284.92091870672095,267.17513926427375,276.45538041795237,26.17554648679419,8.465807732639675,27.510527702106067,0.5014366397728622,12.245613512446411,12.25587569290407
c,273.8175539350983,223.2758486665377,29.198131956710967,477.7008960720677,328.35751901852194,106.18877575665083,177.81263920370935,16.97228227448646,178.62080793175627,200.17035563809674,12.371955813057966,200.55232874968664
d,402.1434367576385,74.90781353187626,17.260319486484832,551.9928505010193,191.37638750511928,280.2409302268354,247.19833105828786,163.8110655719859,296.54861335341354,200.27308071660946,212.38449428042634,291.91861925967316
e,131.46416996538187,36.73891309062751,128.69936450006304,390.57594477629465,73.44030098813892,387.6662750877915,1.3555947248830194,109.32103447004681,109.3294389204449,0.17042400321025752,211.83534189421485,211.83541044825287
f,45.80590226741407,33.699928453797554,112.3129495242107,280.71969844223923,192.74090515735455,541.7851870616083,76.24338910971355,111.03100052727675,134.6882974167515,199.62858880225036,211.83629218000925,291.0776325170867
a,102.77238183011747,70.14711122152704,238.3426307465188,105.10268273834006,324.2972842061396,469.37845787055124,188.23843091639964,34.56161598030462,191.38498418903768,199.7307437668282,12.292539273823706,200.10866180015518
b,213.1633271428795,206.32276592008415,126.80443605633792,285.808661168091,267.7357802510997,279.5602103950258,21.0490994774338,5.595392577501059,21.780105759781282,0.34932307956637487,12.382580110583078,12.387506480681468
c,294.7563932693839,208.37188053698023,50.47540425848197,479.1212091044251,328.0744002341885,107.74666875055001,192.11396293580583,10.495310321207441,192.4004321555402,200.15544206964262,12.51784788898108,200.54649711691732
d,402.1434367576385,62.44485814431647,21.56585450348382,553.1530123865358,190.51233614304655,280.654517168845,267.80082770774425,153.18642167234825,308.51801099081945,200.30743505352797,212.51781048446034,292.03918968322097
e,133.92591355811862,36.73891309062751,124.15369142139724,391.6805831714979,72.81121027760085,387.8826939828554,4.808328516122685,108.52590458645474,108.63237081748348,0.21826741434483665,211.93323288499812,211.93334528042305
f,46.9451008471151,20.91730941747764,119.08977282306569,281.7014583766756,192.46862872422486,542.10329145882,81.01010589144164,107.3561859499971,134.4915905113511,199.59310851292742,211.9167309484622,291.1118510499635
a,112.58600309572901,62.653189238370715,39.83769724442152,105.58338467895027,323.8186682380398,464.2683806158167,69.63277966565542,54.99313243533729,88.72975047308688,199.33494785551602,12.082719938008239,199.7008101076749
b,213.1633271428795,209.8874052561303,126.80443605633792,286.09241495550486,267.66453844459335,275.52920652180796,21.049099477433856,6.41432314423912,22.004729723621416,0.6235278011506011,12.204157512151326,12.220075593064363
c,270.64031574483886,209.77527705142,49.453045273526754,478.55844857315253,328.09736637275904,104.61746730659523,182.65575572935256,17.631275499025293,183.5047328457319,200.31009256126708,12.356294445926153,200.69083485385627
d,402.1434367576385,63.83856955878173,0.35011079480568696,552.6160037528655,190.61400624069987,278.4310227837051,256.2316793930284,161.30417786075415,302.77666904817073,200.41634419680503,212.38717126328302,292.0188718874713
e,133.92591355811862,16.469942519014253,140.19848511386033,391.1222264857078,71.12672398136058,386.4962696738597,3.002490461005607,118.10315055157793,118.14130996047534,0.2733541150267911,211.9640898661059,211.96426612813494
f,40.23146767778678,29.415314587565263,133.0395945023896,280.9515566310091,190.5473506981502,541.1788378335997,94.68659843510844,118.3227396199492,151.54478755266305,199.5728586774237,211.99028912149254,291.1515217245016
a,106.23294306857213,61.96240862589519,71.70798786236878,105.08931645806305,321.8697229273525,464.2654369005022,91.09891859963011,34.39461126571274,97.37557319031055,199.3644380521455,12.24400780913237,199.7400683064814
b,213.1633271428795,205.12180288793616,119.88707858192876,285.71986631873517,265.83219923602405,275.3272803024325,23.27282248500734,6.980124705215843,24.29704523844469,0.6184314897373042,12.332059714018555,12.347556612448397
c,282.93871825539395,218.25797890379533,53.12954261246986,478.59478080216417,327.01600042374696,104.40298366107001,188.61478588524068,18.04087775037182,189.4756203962374,200.32518414991756,12.437029537383282,200.71088437952767
d,402.1434367576385,70.89391594578365,48.57749161428558,552.6482824890693,190.09027735160524,279.75491290833713,232.41094381068956,176.41390145949282,291.7819587142686,200.33604572357007,212.4933944498529,292.0410483150907
e,122.47026273009595,34.80517154659471,141.71188742955184,390.8610551547078,72.40486417664279,387.7806194332796,9.369805151309151,110.99093427356797,111.38572951457016,0.17940063046995647,211.92261228515463,211.92268821990294
f,40.23146767778678,42.64217106090621,116.60447304982819,280.7095927479629,191.53756255443872,542.154556577672,82.13364014758099,117.49342598068716,143.3549440813659,199.65450434128644,211.94949727305112,291.1777987726123
a,107.45569005020207,91.51663908097225,230.5656796201937,104.83511499146093,323.82378003187205,469.5807399709933,186.5925262164203,15.49679979602189,187.23493702763776,199.76062746723386,12.33376915259231,200.14102564844725
b,213.1633271428795,177.94478089282242,125.20764737702541,285.5394084567606,265.4519035288122,279.76022678662713,21.55533930397013,1.6774929606439173,21.620514220117183,0.3234217731431954,12.572178270201817,12.576337626713027
c,276.7886407989508,225.3270915845594,50.76851133186585,478.24928725985535,327.0880564612266,107.98107459079723,185.4959413632178,21.690948335287374,186.75984981229357,200.09696774333935,12.574966320531843,200.491711245232
d,395.92786546675643,76.70500068741688,19.76620795339494,552.1275050457585,190.45787942062782,280.98975668107823,264.8836194702794,147.02294889758534,302.95062199344926,200.2355998520398,212.49811674460346,291.9755898497498
e,137.57977585594233,36.59222209355203,105.99054159707731,390.7702556931689,72.84826613592617,387.76200111584444,15.925128576492568,102.8469817285013,104.07262546337775,0.17547119021122626,211.88762303395393,211.88769569070678
f,42.55193336771276,30.737331096330905,132.69601354726188,280.71366361643044,192.3173091942545,542.3208439607394,93.36586974268482,119.76499543500896,151.8579591735504,199.66558684701096,211.89641591622348,291.1467630750897
a,115.64245731915986,89.01254005366161,95.45154019964531,104.58782959767953,324.52324318319666,465.8191839894325,111.92721744150523,43.98762119130154,120.26060378306536,199.5111819214403,12.060371448643764,199.87537184748228
b,211.40817480602988,205.12180288793616,125.20764737702541,285.25392342694596,267.90389830025657,276.70463285923245,21.25128251963929,5.92005490768608,22.06046370409164,0.5022492748420291,12.211789068289562,12.222113016269969
c,274.8121000361651,218.91561322298722,28.418691051037825,477.9467511943545,328.81706509890205,106.50311613183618,177.98200288982042,14.99335988905483,178.61241332403176,200.1651238954026,12.35886931637414,200.54630007766556
d,402.1434367576385,79.31836894185835,63.65901831199565,552.1251527754727,192.03850778049465,281.9348254557943,225.8728629185485,178.18987015231608,287.6980709492517,200.18071883213577,212.41122807319454,291.87471628031307
