dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-75,2427
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-61,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-57,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-62,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-62,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-62,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-62,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-62,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
dp 2m,D-Link_DIR-612,18:0f:76:91:f2:72,-63,2442
