"actual coordinate","rssi1","distance1","rssi2","distance2","rssi3","distance3","x measured","y measured","x predicted","y predicted","x estimated","y estimated"
"(500,100)","-54.35","176.37557591775547","-58.95","179.3232351383824","-45.2","185.9659365593762","302.895821483405","311.63873248766583","221.49792835752652","-6.645875234128198","287.99828010945834","268.0044149407047"
"(500,500)","-59.2","135.07214223570352","-43.5","8648.09539482474","-46.8","211.165983217029","321.9554907165607","93760.17022493851","300.98958020985816","685.3602796776797","318.1182842825681","81000.3454824099"
"(300,300)","-58.0","144.2896936037914","-45.3","5505.664272322151","-50.8","290.1351533655138","352.7990762817979","38137.30014759406","345.838131228356","155240.61962183955","351.5250756541029","54191.244648136024"
"(100,300)","-55.2","168.31811770036285","-53.6","686.3115119308859","-46.4","204.56263985728685","311.2624040659907","857.4188252788388","384.80297221208394","35552.48298618014","324.72188826818876","5613.8393689710465"
"(100,100)","-51.2","209.74708979409735","-53.9","636.5553304792849","-44.0","169.05985171355326","287.15615982026304","773.6439389904258","310.84518002103425","-40542.17554031998","291.4917531015718","-4890.430110260888"
"(300,100)","-43.0","329.30957137594305","-58.6","195.78039952094187","-46.1","199.7459995185364","242.8780587698765","267.697919718558","263.10339686547513","-18275.965814089323","246.5797247407055","-2274.492598499306"
"(500,100)","-51.95","201.26927937816004","-58.9","181.58672082855836","-49.7","265.86235285156255","325.1445565353041","284.2221005483531","205.9477508987589","-951.1945772237868","303.32901223286615","114.85618616571378"
"(500,500)","-62.2","114.52280570741382","-46.2","4392.930698408464","-51.0","294.7807854105049","361.48353201678196","24372.293160977883","341.74749699031116","2419.0200709903966","357.8714188886225","21362.672004428074"
"(300,300)","-57.25","150.36742524334417","-51.0","1317.6266243157465","-47.25","218.84987510884395","321.07075438403683","2438.608882376219","410.2131240001994","41079.98782235037","337.38569926196783","7736.038158607691"
"(100,300)","-60.25","127.49112541516863","-58.9","181.58672082855836","-39.7","120.14781056155974","298.4845911025918","334.53624432510935","332.3566888831223","-3193.9032673565525","304.68390362444615","-149.18507415139175"
"(100,100)","-54.1","178.8180119640246","-61.0","107.22306445205427","-42.2","146.53828577999178","291.247989830477","293.46513781179635","278.47533271647785","-8279.558623138486","288.91032259483035","-881.8290236008752"
"(300,100)","-45.7","283.85590030255463","-63.8","53.116206943184785","-43.3","159.91699299537558","254.16606042675767","249.68440380925352","272.0653293847426","-2211.542602075241","257.442006395686","-87.7304699372985"
"(500,100)","-54.0","179.80443064693316","-57.3","271.27186267276653","-46.1","199.7459995185364","306.30735920282615","359.34296834498605","229.87651326696414","535.668440356551","292.3188928451724","383.5158043876748"
"(500,500)","-55.4","166.47637549320936","-44.2","7255.296767113954","-46.3","202.94432418019164","311.2266792663336","66068.60098467128","315.8005678815384","868.0628622604477","312.0637979222116","57130.11977745955"
"(300,300)","-56.7","154.98653235744354","-51.9","1051.324991989683","-50.9","292.44874488409664","351.2545359767489","1625.6383649798408","333.5504757177303","109329.21639368602","348.0143173412653","16390.952208733957"
"(100,300)","-57.0","152.4497023255762","-62.6","71.7740663524863","-40.3","126.01212057537843","293.8651189939557","294.48941683155107","382.09367176019185","-16833.61913625498","310.0128160008769","-2053.6396143953116"
"(100,100)","-56.3","158.43475964766327","-62.2","79.35014372110264","-42.6","151.26858558951898","298.15050993470066","290.380707853908","287.319825194689","-21692.119240694134","296.16826484424143","-2723.247221239697"
"(300,100)","-43.3","323.91941006488685","-55.4","436.9286644528108","-41.0","133.2165520345916","227.35238793266726","474.46430105516527","281.5672418671324","-4925.393746890291","237.27485642115926","-265.8137867200203"
"(500,100)","-59.8","130.68659000634233","-56.5","331.5622523306064","-43.8","166.39553333354687","308.8404072548915","421.9378725126551","188.1737695800344","1815.9157928270452","286.7558525055905","613.0412867299603"
"(500,500)","-63.5","106.61868676472552","-53.1","778.0302646476929","-46.4","204.56263985728685","325.39860771495614","1035.9054796391883","317.6676750949989","1590.1427788203214","323.9836830265874","1111.8870562600036"
"(300,300)","-62.15","114.83824393093265","-53.1","778.0302646476929","-49.1","253.48973939973033","342.5576880931691","1020.7608219783965","360.95774560780023","1650.3974212881785","345.92528899265807","1107.0790499006398"
"(100,300)","-55.0","170.18023525715722","-49.9","1736.3521847345144","-41.7","140.8328790512599","292.39382279140455","4050.651629106622","371.8509336686864","1147.1956304629794","306.9361598383599","3652.6106370044113"
"(100,100)","-47.8","252.88685771611793","-57.4","264.5511830459377","-43.2","158.65187353378246","267.68221180853936","344.28279820043696","281.8330281572041","5996.591887095425","270.27211142305816","1119.1699390639887"
"(300,100)","-43.2","325.70625555285136","-63.1","63.31292011899843","-45.0","183.0351847705378","239.51442829810466","230.26912996109073","236.9029788648585","-1018.9554631079445","239.0364776474952","59.010258941186976"
"(500,100)","-47.6","255.68456638865683","-57.0","292.4757570957341","-47.3","219.72071723682564","285.7521634114247","348.39521619064067","208.37733072847018","-1087.2975861439782","271.59092745149735","151.57301958692574"
"(500,500)","-53.75","182.2943492221431","-40.5","18355.73230737854","-48.5","241.69291850365693","320.9868642470678","421421.35648979223","292.59707431031353","144.979256043727","315.79093037287777","363667.6770051778"
"(300,300)","-54.65","173.4886485759388","-49.5","1919.6320121043477","-48.55","242.65465711723","323.985809529979","4863.1215812413675","356.3868046347973","697795.779668182","329.9158790513683","99858.74156439072"
"(100,300)","-56.5","156.70116145924493","-50.25","1590.3956262633199","-41.25","135.8881898349433","294.92528844495115","3447.309776209813","350.2954756328366","-115608.95951836806","305.0592074302872","-12874.368791724308"
"(100,100)","-53.0","189.9729027370006","-53.25","749.2968878124522","-46.25","202.13997368765075","303.9757209901019","966.2133621463043","290.1822241506622","-133912.0596286056","301.45121842663656","-17524.537528981935"
"(300,100)","-45.0","294.99986325300506","-58.5","200.7540206072038","-49.0","251.48435650312933","280.18288520541773","268.95940793426905","296.6062620394961","-31583.058315224713","283.1887116032488","-4097.701819549842"
"(500,100)","-50.4","219.18405604507316","-61.4","96.98577698293447","-51.6","309.16877886360624","339.6197361663697","234.49093601598986","268.58967429250487","7108.079576892444","326.61972787471194","1176.8059024542845"
"(500,500)","-56.1","160.1875367793063","-47.3","3333.564755978342","-54.0","374.0946234411186","395.2389502901077","14099.813206484321","359.5314076422667","6931.827588626279","388.7037124168678","13117.138728882648"
"(300,300)","-57.9","145.08564278116268","-58.5","200.7540206072038","-50.0","272.2733114509167","344.23576032268727","303.38859606890264","445.9968080221877","24558.419926053324","362.8601910068458","3628.562712214385"
"(100,300)","-53.75","182.2943492221431","-57.3","271.27186267276653","-41.75","141.39327783614286","288.96735771577","371.22097386270707","354.5198193972906","-4166.938490012595","300.9648489598527","-250.9250122182989"
"(100,100)","-49.2","234.14154662914763","-56.6","323.34789625139945","-43.5","162.47757725612527","276.3139160442757","392.4290606571888","250.70051081244702","-4446.002941308807","271.62611947466746","-270.88192982495184"
"(300,100)","-42.0","347.93300114060577","-63.9","51.800268731457656","-45.7","193.4997689492871","230.32065608393228","216.79187613447885","239.13352293527143","-627.3766069393623","231.93359769088363","101.06301347525527"
"(500,100)","-51.8","202.9369748286935","-58.3","211.08352340790483","-49.5","261.6724642051775","322.74088564215674","299.6603833954746","194.67030708255606","415.11723798308776","299.30125262946444","315.48861050362535"
"(500,500)","-56.7","154.98653235744354","-52.9","818.0626673532562","-49.6","263.75908896198206","337.9566931648916","1090.5396082575055","346.8989961846357","538.9686863386585","339.59332433676957","1014.9235709978154"
"(300,300)","-62.8","110.80445388764022","-53.4","721.624661143047","-50.7","287.8398649027948","358.8118006882675","903.9718051943985","382.3356185961439","1676.8799472898368","363.1171584450564","1009.9314353135609"
"(100,300)","-56.3","158.43475964766327","-55.4","436.9286644528108","-43.3","159.91699299537558","300.3932263200585","519.4614362048362","391.4559797177737","1059.858768267533","317.05964217273936","593.5456621356263"
"(100,100)","-45.0","294.99986325300506","-54.6","534.0364115408912","-45.3","187.44886342493606","256.7601309000072","592.6423637402202","286.7702743672432","215.858983340809","262.25262384758065","540.9883243430785"
"(300,100)","-45.0","294.99986325300506","-58.2","216.4459062897093","-48.0","232.2827060381724","272.4419468376036","282.94842865964966","213.31251584193632","463.1458970859893","261.6200064795942","307.6520849713809"
"(500,100)","-50.6","216.78573711976327","-55.1","471.0810795987983","-49.4","259.60234694729115","316.9977689349855","518.4033329705236","252.39804348871823","87.88674661407839","305.1746486351384","459.38289345643096"
"(500,500)","-59.4","133.59417855143164","-55.1","471.0810795987983","-51.0","294.7807854105049","357.54025575366865","524.4322819511705","339.25279737586476","582.0800869334298","354.19326288511434","532.3353428201392"
"(300,300)","-67.7","84.62330776489662","-50.4","1531.660845724628","-56.6","459.9028723573591","470.29128982123086","3108.31133527009","401.24609924756385","610.309407229041","457.6545550883976","2765.8549087992965"
"(100,300)","-62.6","112.03029292252347","-52.2","975.1060795036127","-45.0","183.0351847705378","317.459243609732","1472.2569169834503","550.918408303004","4826.109346386771","360.1872238016334","1932.043718983461"
"(100,100)","-51.95","201.26927937816004","-56.1","366.56014786341746","-43.45","161.83361285938375","288.06732952476415","438.77077683173513","301.5812515940548","1333.203335056899","290.5406639738537","561.3904490467706"
"(300,100)","-42.8","332.95275098641855","-57.7","245.37176314980854","-52.3","326.8447394496284","296.6416244303928","251.7059913794825","224.08573134865475","-745.8655893877636","283.3623566557679","114.94676999398246"
"(500,100)","-54.3","176.86137957927025","-55.2","459.4101861155941","-52.2","324.2590377486903","361.5533133125199","491.05722941571275","265.41726037958784","-400.08930514579606","343.95837601013227","368.888045212124"
"(500,500)","-49.6","229.0456114148275","-48.4","2529.6674919836487","-44.1","170.40796632331444","280.4808190650463","8260.58404556428","389.96348195858474","561.6613278767339","300.51846915095257","7205.1222655000465"
"(300,300)","-63.2","108.39286855988168","-48.8","2288.1435861983973","-49.2","255.51111359144767","344.61409601175137","6808.854499373964","275.8339689737241","13505.2657250424","332.02587352950934","7726.879835054824"
"(100,300)","-56.8","154.13626626240614","-53.5","703.7466250261508","-40.5","128.02982142483313","293.8613721639661","906.4806254500032","353.37882573344217","8716.791152132826","304.7543288852418","1977.2127984601902"
"(100,100)","-49.0","236.73187434139828","-54.25","583.0469315898879","-38.25","107.07779480787237","262.85306150977107","695.2373840016614","288.13505762263105","-3226.5928625555052","267.4802031794557","157.5852883868779"
"(300,100)","-44.8","298.26347166379577","-57.5","257.9970062557887","-44.2","171.7668310489821","250.45228809972468","321.6624798102184","235.30619808502016","-1934.6361864367454","247.6802322886653","12.341670398475117"
"(500,100)","-55.7","163.75147893269008","-61.6","92.23971798790127","-51.7","311.6341480417022","358.5844128108619","245.678713794159","226.42393652647473","-289.3054196808623","334.3962417435545","172.33659483426527"
"(500,500)","-53.9","180.79629073816133","-54.9","495.31986354123256","-50.1","274.4444693295889","335.5270566674349","551.6727930917082","400.67905856600396","296.0100594020688","347.4512552751112","516.6234421771682"
"(300,300)","-57.2","150.78159282508358","-51.0","1317.6266243157465","-49.6","263.75908896198206","339.02814022932125","2424.984935291559","372.0723279367535","844.0747952351117","345.0759276429174","2208.254583301904"
"(100,300)","-56.2","159.30873763915338","-48.2","2659.8278113847373","-40.2","125.01522597931047","291.87461069873075","9130.224932385378","349.05955800200593","3790.5985763503786","302.34066928700463","8398.20413606397"
"(100,100)","-53.6","183.80482045647645","-53.3","739.9568723337989","-45.1","184.49474127782483","300.2117479467783","954.5311401536418","269.8794089196403","14216.65170551982","294.66028637606473","2772.6636104523186"
"(300,100)","-46.15","276.9152380787678","-58.1","221.94451557946323","-45.3","187.44886342493606","265.3791894325664","304.1872565700526","283.06074091639","-1926.6874198566147","268.6152884846448","-1.6481237062068885"
"(500,100)","-44.3","306.5813295638177","-54.8","507.9030093708515","-43.4","161.1922007541723","243.325678289046","559.9724353967769","246.43780522125707","-2930.589706484633","243.89526354430427","81.44380654965471"
"(500,500)","-51.9","201.8236495190572","-47.4","3250.9766817140962","-45.4","188.94361542433126","295.80575358702146","13475.79143423924","220.67994937612494","-77.97218566079118","282.0561375527088","11617.676993895002"
"(300,300)","-54.6","173.966500570303","-47.35","3292.011738841389","-51.0","294.7807854105049","347.1928067721307","13785.951576606938","309.03344595520366","22209.37513945411","340.2088341563482","14940.736726930936"
"(100,300)","-56.3","158.43475964766327","-46.5","4074.4522041174755","-42.1","145.37900662062106","296.69456875115435","21035.053061653063","393.1730169613536","18852.429708844396","314.3521716535157","20735.8325585205"
"(100,100)","-50.4","219.18405604507316","-49.2","2069.6795478663225","-57.0","474.7486749947615","447.78721165409337","5496.074316799149","305.14195068527954","26379.664641015937","421.68010254508977","8359.050375396415"
"(300,100)","-40.3","382.04171089703914","-58.7","190.929998416202","-49.7","265.86235285156255","237.27243483219326","222.66866816344765","506.87446550164566","-2559.854810045408","286.6153263022095","-158.79342608951902"
"(500,100)","-52.3","197.43109186547792","-55.0","483.04846140292506","-42.0","144.22889863561062","284.8524493053721","566.806638056644","196.2733968581035","-8869.751093437517","268.6406034206456","-726.8712421069995"
"(500,500)","-53.2","187.89421318196963","-45.7","4980.002483487266","-42.0","144.22889863561062","287.9147832119743","31277.964537831096","237.30052754038365","-1952.2603773410947","278.65130059562495","26722.36193899931"
"(300,300)","-59.9","129.9696349595504","-47.2","3418.250904353367","-47.6","225.01902444925062","328.1178794604778","14875.845514281007","281.4536050479389","51854.39458297944","319.5773272170564","19945.313887378776"
"(100,300)","-55.9","161.9597050324435","-57.4","264.5511830459377","-40.9","132.16266245457567","292.69668607740493","372.67296343795766","353.9355513406761","15748.95623905924","303.9046976599932","2480.6405209735567"
"(100,100)","-57.8","145.8859826747184","-58.2","216.4459062897093","-42.6","151.26858558951898","301.3328875377378","343.45797235745334","299.16351230380695","-13910.355539167798","300.9358458446178","-1610.6278047364085"
"(300,100)","-46.4","273.1329135141661","-59.1","172.70066230970352","-42.9","154.91624998876813","257.8312133882047","288.15650285568813","298.6151744944759","-6695.267917663119","265.2955435402703","-669.2160855054381"
"(500,100)","-49.4","231.57956236526246","-60.0","137.79664061786076","-48.8","247.52105956110526","306.3646510174715","264.42503731224815","237.26940092481235","-213.98067290353356","293.7187543306035","198.83937539396527"
"(500,500)","-57.2","150.78159282508358","-50.9","1351.0997175291252","-48.6","243.6202226578252","330.51310346081556","2543.034369869904","311.93640770424093","1034.520389469204","327.11317401550656","2336.2289622318167"
"(300,300)","-65.3","96.56706765555292","-46.3","4284.097148345525","-47.3","219.72071723682564","332.4599958562255","23218.358975491163","358.4949085934937","4369.381887910911","337.2249372420024","20634.31239667022"
"(100,300)","-55.9","161.9597050324435","-50.2","1610.4702013120414","-41.9","143.0878892708751","295.2026650014984","3525.32715532369","352.558925717338","37618.457129361916","305.7000775788448","8199.227254059566"
"(100,100)","-58.0","144.2896936037914","-54.8","507.9030093708515","-45.7","193.4997689492871","313.8522040859596","598.5432859951444","284.47699874427406","-1856.4595352482793","308.475918286164","261.98169903189955"
"(300,100)","-46.8","267.18835710286316","-57.4","264.5511830459377","-43.4","161.1922007541723","262.16108951053855","339.1263207166937","307.4878200882464","-7845.529288997826","270.456842854951","-782.9256202900178"
"(500,100)","-46.0","279.2097277502872","-58.0","227.58281198383915","-45.8","195.04277199147552","266.73634236310767","304.74257352777175","240.78865306809823","-2397.8093046250415","261.98736471779046","-65.75604304853141"
"(500,500)","-49.7","227.78905244392286","-49.6","1872.073700572713","-44.0","169.05985171355326","280.57781754008977","4643.031746798322","250.30980683801528","463.8786316595483","275.03812941764795","4070.1027088263413"
"(300,300)","-56.7","154.98653235744354","-46.0","4618.962485045904","-51.7","311.6341480417022","360.9125141779105","26905.30763067813","284.18016404768997","7915.416187656015","346.8688661559976","24301.94280151424"
"(100,300)","-55.4","166.47637549320936","-49.2","2069.6795478663225","-51.9","316.6240210979744","360.44698928241183","5586.988567111677","407.25549488476435","43210.01375238746","369.0139388935678","10744.80954928929"
"(100,100)","-47.4","258.5132263486099","-53.1","778.0302646476929","-48.2","236.0020070954584","290.7232159632643","992.5850936657911","399.7502048957039","-186.67348117337679","310.6774680467431","830.9180137123499"
"(300,100)","-37.8","438.36811209014616","-57.75","242.31319437270545","-45.65","192.73285105153533","170.81612514747866","242.57425922642304","271.0225047248721","-9164.240730966587","189.15601858156333","-1047.0261249252635"
"(500,100)","-47.7","254.28186439566537","-57.4","264.5511830459377","-48.1","234.13497141301437","291.7999318983646","325.31012843931364","84.88558982139418","-3580.2066754011676","253.9302174183149","-210.1055224259776"
"(500,500)","-51.2","209.74708979409735","-52.9","818.0626673532562","-46.2","201.3388111616493","297.11956266907777","1096.2011855482308","286.14797731936517","355.35917056532026","295.111529777706","994.6375693706292"
"(300,300)","-54.8","172.06295357780695","-50.6","1456.708074706764","-43.1","157.39676255985603","295.9734007253376","2931.010893108457","335.5135196883974","2148.6981834998974","303.2100813759291","2823.761970716581"
"(100,300)","-55.3","167.39471366980447","-54.9","495.31986354123256","-37.7","102.50089666548861","285.40453637719446","595.0975690344909","318.7210719292089","4599.31082380053","291.5021692244616","1144.0437274265805"
"(100,100)","-56.5","156.70116145924493","-57.75","242.31319437270545","-44.0","169.05985171355326","303.35498288227694","352.6843005438276","286.19738321484664","-255.33336359429677","300.214778128723","269.32985867790444"
"(300,100)","-44.5","303.2267068868453","-62.9","66.57059328395762","-48.0","232.2827060381724","268.3406831291461","226.85099780406213","307.14484455794826","-646.8004210094666","275.4426679369457","107.08025643291967"
"(500,100)","-48.4","244.67607121139392","-58.7","190.929998416202","-50.8","290.1351533655138","320.26002282915596","268.0398384678428","257.96364241182874","-115.11684747732943","308.85846353720916","215.5120689836633"
"(500,500)","-55.8","162.85312777642585","-51.45","1176.9680540499571","-48.1","234.13497141301437","323.5817030100067","1993.2295465269674","333.1713118772405","298.21417875842513","325.3368048851701","1760.8562648480772"
"(300,300)","-56.9","153.2906647819089","-49.8","1780.4626159130394","-47.2","217.98248448066352","320.0152796925694","4230.674913673853","344.3703459410899","3188.953125762793","324.47277353140186","4087.863045972634"
"(100,300)","-54.6","173.966500570303","-53.1","778.0302646476929","-41.1","134.27884552556267","289.80538752916715","1038.9793960869767","328.55853746557653","6343.197432780387","296.8980361516027","1766.1459901866228"
"(100,100)","-51.2","209.74708979409735","-56.8","307.5246669154218","-45.3","187.44886342493606","292.619362268506","381.2574521540555","276.6081106236734","-184.5392306333015","289.68896352392557","303.6911749140951"
"(300,100)","-43.7","316.86951929532626","-60.8","112.74006949736939","-46.6","207.83808836432027","252.32531559706985","238.63605206697326","280.88325799632065","-1197.2346393447501","257.55202493940743","41.789468269250165"
"(500,100)","-52.2","198.52018638936912","-56.4","339.98528657527606","-45.3","187.44886342493606","296.43900999602545","410.39540585748443","231.04648522569957","-319.28117242799726","284.47079059990153","310.36248327481746"
"(500,500)","-55.6","164.6547856879716","-48.4","2529.6674919836487","-46.6","207.83808836432027","313.40456043748657","8267.579606608","301.78449021093587","529.0319416530126","311.27784105544436","7206.6855577820925"
"(300,300)","-61.5","119.01888242248206","-44.6","6562.586117047303","-47.6","225.01902444925062","330.3900558258295","54106.42126974175","337.2004006967122","13564.153563620108","331.63649342499343","48548.39508737264"
"(100,300)","-50.9","213.23737352945096","-51.0","1317.6266243157465","-40.4","127.0169645938299","275.55260985407654","2444.1727221544065","354.099616946696","87062.80276187304","289.9283785997415","14044.72167728719"
"(100,100)","-45.8","282.29864855795176","-52.6","882.0063224711264","-38.2","106.65340217042451","243.0686843474002","1228.0017691161931","261.9586647022759","-14554.80319529341","246.52595152082205","-935.696716111077"
"(300,100)","-46.8","267.18835710286316","-59.0","177.0879638872706","-41.2","135.3496099418334","255.77491561673278","295.6319742654656","207.1870166382975","-17016.15210336812","246.88229926627037","-2077.677527424781"
"(500,100)","-53.6","183.80482045647645","-64.1","49.26539053585046","-48.6","243.6202226578252","321.30550072067564","257.3244578115087","240.3588797190417","-4426.359678402274","306.490551719623","-384.77181681529146"
"(500,500)","-51.8","202.9369748286935","-53.1","778.0302646476929","-46.8","211.165983217029","302.8397139294938","1015.5548107468012","353.9712446358883","982.3916250308389","312.1978688516826","1011.0083986951572"
