"actual coordinate","rssi1","distance1","rssi2","distance2","rssi3","distance3","x measured","y measured","x predicted","y predicted","x estimated","y estimated"
"(300,300)","-60.1","128.54750307248005","-50.1","1651.3827164138675","-51.1","297.13142206054835","359.8021845246285","3655.8238810118714","327.19746804894487","2405.475090444156","353.83482967023275","3484.410891352697"
"(100,300)","-60.8","123.69147162956371","-52.4","927.3886602726069","-39.2","115.46990592270308","298.36143251659234","1369.666609422973","391.1841039686037","5871.58679299894","315.3499507115057","1986.8444750674525"
"(100,100)","-49.2","234.14154662914763","-63.5","57.26802141105828","-43.2","158.65187353378246","275.2901275982417","266.6041073243789","292.9186358274691","804.3401457619416","278.51651860936704","340.3234908207327"
"(300,100)","-50.3","220.39314703934082","-64.5","44.561701383042426","-42.2","146.53828577999178","277.41694161452835","271.2030512494124","245.54199881839878","-1267.6840556951188","271.5831508263175","60.233726738330006"
"(500,100)","-55.6","164.6547856879716","-63.7","54.46557535555541","-55.0","405.01915640637327","414.1077655051486","196.73830143221332","260.4804479416953","-326.2115826947918","385.9907070447944","125.04598345154147"
"(500,500)","-60.6","125.05988083050998","-50.0","1693.3345763546067","-52.1","321.69379179471457","373.20576823826633","3822.273190927168","476.4836747000681","154.37631127718242","392.1078162574936","3319.4333636363426"
"(300,300)","-54.4","175.89110666400182","-54.5","547.6031156837507","-50.7","287.8398649027948","343.2617553531432","616.2180471139726","415.9740726139095","6258.94162960408","356.5696520712146","1389.7910904051869"
"(100,300)","-58.4","141.14932427897594","-54.1","605.4051015896495","-49.6","263.75908896198206","341.37143772136943","714.7116783169259","333.8236450140272","-145.2045893053014","339.9900315224926","596.823918196201"
"(100,100)","-53.4","185.83826871428514","-60.4","124.64029380485935","-45.5","190.4502868533718","301.4462080365073","287.66451987391804","323.1863438427012","-255.13256671151407","305.4251141262157","213.25130646355967"
"(300,100)","-47.5","257.09500614496","-61.2","101.97603746162001","-48.8","247.52105956110526","295.97402728464596","245.89606707613638","275.3859143399971","-207.18781086406358","292.20596581983534","183.78182929706117"
"(500,100)","-55.0","170.18023525715722","-55.2","459.4101861155941","-43.8","166.39553333354687","298.9384675343118","540.9166576424955","276.64792979840513","123.7044020825141","294.8588262141778","483.7201372895523"
"(500,500)","-55.9","161.9597050324435","-51.0","1317.6266243157465","-42.7","152.4748293438118","297.51468960769","2451.7502016086237","294.89670728485083","755.5529644312903","297.0355432996837","2219.21489492497"
"(300,300)","-61.4","119.67542953398925","-56.8","307.5246669154218","-48.3","237.88393086667642","335.22213010869734","386.3949178275973","299.78768776702657","3837.379868265093","328.7368753855632","859.4978248610191"
"(100,300)","-59.75","131.04654927851252","-57.75","242.31319437270545","-41.25","135.8881898349433","301.0770017156766","363.6203563248662","355.6916087160187","-258.472299127767","311.07263349635673","278.33634379926207"
"(100,100)","-56.2","159.30873763915338","-61.2","101.97603746162001","-41.1","134.27884552556267","293.87627872291444","298.3675888680556","303.26554334640747","-345.2234450288106","295.5947133509841","210.13631766571302"
"(300,100)","-47.4","258.5132263486099","-61.6","92.23971798790127","-40.1","124.02621791694357","257.127845444678","271.7529626381414","282.6395019836824","98.0382180379907","261.79701984480636","247.93803679951068"
"(500,100)","-50.6","216.78573711976327","-57.5","257.9970062557887","-46.6","207.83808836432027","296.8338459636466","339.332614800253","233.13669224669712","274.62110144731537","285.1759154391622","330.46117504450274"
"(500,500)","-62.9","110.19657351967045","-49.0","2176.1718642920473","-44.7","178.7254307754218","316.4995789919868","6204.60118840707","299.2246926491401","409.46992118423606","313.33790828848595","5410.134249681119"
"(300,300)","-63.4","107.20683033827707","-50.9","1351.0997175291252","-45.7","193.4997689492871","321.62404676020617","2563.753392724973","339.6983376363812","10086.528495309303","324.93202545341586","3595.0667195304404"
"(100,300)","-60.6","125.05988083050998","-52.3","950.9481167206395","-37.7","102.50089666548861","295.7220500199066","1426.5363961115575","340.45734995759756","2305.801574196844","303.9095590094456","1547.076739746691"
"(100,100)","-52.1","199.61528871512567","-54.1","605.4051015896495","-44.6","177.31151586544001","292.99425847473105","726.0906480713903","291.1420626442096","-438.57411238092914","292.6552673416906","566.4242653421571"
"(300,100)","-45.8","282.29864855795176","-57.8","239.2927507769361","-50.0","272.2733114509167","295.3668576256683","287.9354737766824","282.1005948706526","-494.47732730171094","292.9388500854134","180.6728296311543"
"(500,100)","-52.4","196.34797218426405","-59.9","141.29723760851988","-55.1","408.24885427047485","406.7621673602357","209.1938534484807","292.070969902134","-258.6611369036526","385.77124494511554","145.05461227977378"
"(500,500)","-60.2","127.84228319432849","-49.8","1780.4626159130394","-56.6","459.9028723573591","462.63916885850875","4132.649969970574","461.0035363739323","77.79798538707615","462.3398134123688","3576.761639813267"
"(300,300)","-62.7","111.41568752268493","-45.0","5936.013084795372","-54.1","377.07772334439176","408.14512834703527","44261.18851303438","539.6431223473974","6726.594865781342","432.21205110118905","39115.49079952149"
"(100,300)","-58.1","143.49811105485287","-45.7","4980.002483487266","-33.9","75.79666390237766","287.6278553186814","31296.57039308976","424.4100430202255","72036.73888135573","312.6618976292292","36881.72721690802"
"(100,100)","-56.9","153.2906647819089","-51.6","1133.5015358993157","-41.4","137.51682228383686","296.17737375147055","1892.0265996574321","216.29446519548083","37491.07140555394","281.5571066956184","6772.375783199241"
"(300,100)","-54.6","173.966500570303","-61.0","107.22306445205427","-48.5","241.69291850365693","323.4592696117818","271.44610057842885","238.49726433319887","-20852.521957346937","307.9094200979403","-2624.483855597904"
"(500,100)","-54.55","174.44566874604504","-55.95","380.6166734311274","-53.85","369.6641644429074","388.51691927418165","389.15951148126703","321.4829769705435","-13493.989677143582","376.24828564526393","-1514.111100894037"
"(500,500)","-52.3","197.43109186547792","-55.1","471.0810795987983","-53.3","353.8633606387165","371.86686830610955","487.2727831713859","434.7158874176744","-1371.2519204506407","383.3695722038451","232.48365696394126"
"(300,300)","-52.7","193.13413531110567","-49.7","1825.693632048841","-57.2","482.35033109292544","462.80087306923866","4310.219900049721","401.6834304846968","1850.4243731415781","451.6150844129528","3973.001270817357"
"(100,300)","-50.4","219.18405604507316","-47.0","3594.1319760411034","-46.45","205.37663056443387","295.1149249646902","16403.342569747427","510.9488442060221","7542.91910386112","334.61711130293276","15188.648168160264"
"(100,100)","-49.0","236.73187434139828","-53.3","739.9568723337989","-43.3","159.91699299537558","274.60955359957626","945.9105755313508","253.62211410349815","25787.175913730454","270.7684069037704","4351.452765566311"
"(300,100)","-40.6","375.78842636393915","-60.2","131.05347676400177","-43.0","156.15158089544096","202.63864568921645","230.46860621164646","204.5160538024563","-4751.7710788479635","202.98225120489633","-452.5572870888045"
"(500,100)","-52.25","197.97489021638916","-55.95","380.6166734311274","-46.55","207.0143419037088","303.05073383136187","442.3056932984612","136.5005651241113","-5603.137383084889","272.5685194414021","-386.47702665499946"
"(500,500)","-57.4","149.13173583189794","-50.3","1570.5712815902102","-44.6","177.31151586544001","307.66591585522093","3362.3179080131845","316.1444291408635","-741.1377993503074","309.21766366602833","2799.7663895574333"
"(300,300)","-60.8","123.69147162956371","-49.3","2018.403853312671","-51.0","294.7807854105049","359.66344274445623","5341.070586583596","348.24181510610106","5700.745320676349","357.57304256619767","5390.379165070495"
