"hp1","0101","b4:43:26:5c:d4:c4","-75","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-75","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-75","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-75","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-75","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
"hp1","0101","b4:43:26:5c:d4:c4","-77","2442","Ephemeral blessing","ce:73:14:c4:7a:28","-55","2472","COVID 19","b4:43:26:86:9f:5c","-87","2447"
