"measurement","measurement count"
"0.2634927054201963","5"
"5.586031451538832","117"
"3.4947992254304427","23"
"7.661882394242298","50"
"6.913454342688377","183"
"4.998402819080487","354"
"6.2230009719985695","138"
"4.45629303424237","55"
"3.9561761192653577","52"
"8.473153034855114","23"
"avg","5.657428316943242"
