"measurement","measurement count"
"0.810257594677765","120"
"0.8262635592682133","2"
"0.8420541907736805","27"
"0.8368143932063332","1"
"0.8315508851351541","55"
"0.8156170225496089","61"
"0.8048739149653763","505"
"0.7994658736709206","229"
"avg","0.8074826652100661"
