"measurement","measurement count"
"3.3142441651791037","15"
"2.980054488393446","29"
"3.6764944477669657","62"
"5.45629303424237","23"
"1.6595643603189236","23"
"1.2634927054201963","795"
"1.4535493736987268","24"
"avg","1.613907831364991"
