"measurement","measurement count"
"1.9199421925238074","109"
"1.4870406085861916","84"
"1.0922296716607445","403"
"0.9080489967329459","88"
"1.2850905143769253","256"
"0.7321578176884751","60"
"avg","1.2271746202399263"
