"measurement","measurement count"
"3.648849445901522","6"
"3.39460934038725","17"
"3.1518119245518124","87"
"2.9199421925238074","66"
"2.4870406085861916","403"
"2.2850905143769253","142"
"2.0922296716607445","28"
"2.6985083175142837","251"
"avg","2.6091935144088865"
