"measurement","measurement count"
"2.957730840690549","6"
"13.37646595693839","20"
"11.432041639637266","63"
"8.20838257366464","520"
"6.877579475416571","89"
"9.71848434429641","261"
"5.704786408916339","41"
"avg","8.656378495724654"
