label,rssi1,rssi2,rssi3,dist1,dist2,dist3,estimated x,estimated y,predicted x,predicted y,measured x,measured y
d,-53.0,-45.78,-54.92,194.142017292385,167.14953210092077,263.6861680417729,273.46727305150216,119.58974120737332,373.2280026630298,138.35801686000224,280.62977118296817,120.93724277253088
e,-62.53,-29.0,-55.75,379.599216265021,63.26108690937249,281.7752159398646,353.91524389255073,222.18056692066574,220.30046313074735,124.84098165839,344.32213424640724,215.19189913251267
f,-58.73,-53.0,-62.31,290.5425075188255,253.902690963479,476.0460189851535,181.49594706976137,201.31350494371756,428.20071660213335,324.4238910688006,199.20855259781067,210.1524329870333
a,-58.0,-51.94,-59.03,275.9962983390512,238.7873778291088,366.24850825205357,251.69665575000334,147.67068929544374,19.669759893115526,188.43511075492248,235.03787413827797,150.59744307592203
b,-43.76,-35.95,-49.07,101.33867569699741,94.60390603341776,165.19258789948142,285.8174467459111,99.78645013461855,305.184758902196,86.18894560385417,287.2079571969782,98.81019323299554
c,-56.39,-42.7,-48.0,246.4375597492167,139.8466490943971,151.65018291617812,331.4447440638654,115.3844239423726,337.5970193535443,49.97545719331507,331.88645755612015,110.68827141877364
d,-53.0,-45.74,-54.2,194.142017292385,166.762839295493,248.93778486092964,279.76758512240855,115.02590904377146,376.6815309307526,132.95865465174964,286.72569337270204,116.31342225071535
e,-62.23,-29.0,-56.66,371.6706643325218,63.26108690937249,303.036977450529,338.5897275191881,226.2291013711376,228.64871268869695,120.3635466687693,330.6963177941265,218.62829651841616
f,-58.15,-52.76,-61.32,278.9245678821729,250.39865812686588,439.8237846420459,203.62829419283676,178.65306257602472,391.45376166567416,337.14478049155986,217.1135560293789,190.03225595044535
a,-58.0,-54.72,-60.03,275.9962983390512,280.49190624323836,396.7283762952792,232.31712678247493,135.13496394925997,77.56027059154704,139.67782863363328,221.20608441524874,135.46112695889343
b,-44.0,-35.57,-49.33,103.06443887395848,92.54504395272531,168.66193594411754,285.14619160332194,101.21247304774865,248.52069753557095,81.23767194807456,282.5165994396939,99.77834685290284
c,-56.67,-42.82,-48.0,251.34068131427787,140.82174378440703,151.65018291617812,333.47863342084594,116.56774313567084,350.0862987913951,67.96381913660386,334.67101014711665,113.07813839660318
d,-53.0,-45.99,-54.5,194.142017292385,169.19442874720525,254.97995540398168,277.2302876837835,115.90774443624186,385.440667401998,134.35713941843883,284.99944339821184,117.23235139933483
e,-61.74,-29.0,-56.98,359.0752565465058,63.26108690937249,310.8888838826839,326.90261811843175,223.4893798449059,220.78956522045033,119.73735047588055,319.28404369475265,216.04031928384939
f,-58.89,-52.64,-62.19,293.83177550746063,248.664817916089,471.50125126855403,186.6864019583789,203.1138493169972,369.80579283865166,330.74640829047695,199.83378269749886,212.2774547629636
a,-58.0,-54.04,-55.08,275.9962983390512,269.662339968029,267.08047074835355,304.0349823680803,88.79398709872184,55.088760222005135,191.18737935014502,286.1614477828766,96.14550190350673
b,-43.56,-35.54,-50.0,99.92263448932913,92.38442342472537,177.9417015715377,281.93440310426155,102.8612616615152,409.23618203866175,-33.68948056551994,291.0742596119327,93.05735946613244
c,-56.95,-43.95,-48.0,256.3413553835362,150.3439487905914,151.65018291617812,335.5942604177984,114.68878911405174,278.7073584256465,110.57702141952363,331.5099646151282,114.39357747572711
d,-52.28,-45.01,-54.27,184.5519687083098,159.86076615542646,250.3346916331505,276.15997609920703,116.00997367348602,381.1142612236641,137.32021876197106,283.6953547398862,117.53998043287643
e,-62.35,-29.0,-55.21,374.82201685125665,63.26108690937249,269.8704884395153,356.38455315488426,215.82355913319748,221.8099875832859,118.6263698712449,346.7225340597668,208.8451149178893
f,-58.29,-52.83,-62.05,281.68564346351167,251.41564246305657,466.2538313414032,184.96180541076245,193.94986651485456,430.0737515698823,315.1071378335185,202.56005136587055,202.64856722416835
a,-58.0,-53.76,-60.21,275.9962983390512,265.32557114927573,402.47823230522897,228.48769101443057,148.35460422813853,24.201076761758088,180.05461811181988,213.82057201313557,150.63056282520836
b,-43.72,-35.47,-50.02,101.05387110517792,92.01072546937735,178.22642148406888,282.03935629193745,103.15287186097288,255.41533066299058,95.0606412321087,280.127837254717,102.57187584195485
c,-56.64,-44.0,-48.0,250.8107146717639,150.77985049497892,151.65018291617812,333.2568638463756,112.7716662138093,351.25814057073933,56.6751808967374,334.5492973661016,108.7441197751462
d,-53.0,-44.01,-54.89,194.142017292385,150.86718237923128,263.05455537184525,273.74451981373124,125.85438033883715,387.3858904380342,123.97145658566373,281.90360313161983,125.71919249572179
e,-61.9,-29.0,-55.49,363.140392340079,63.26108690937249,275.9791464890088,346.4220460434206,212.51968975737375,213.9397422613609,143.9646409025281,336.91024458621,207.59765870129118
f,-59.0,-50.81,-61.7,296.11472294300324,223.66350764431652,453.3893593783961,201.7683482883826,208.24694439852843,411.9404889552214,300.32018701902575,216.8580290743429,214.85750579673945
a,-58.0,-53.24,-58.02,275.9962983390512,257.4557585920991,337.84017244746,268.3649788146075,123.58937721982606,67.62645199055518,209.89623009576565,253.95260102938752,129.7859304614054
b,-44.0,-35.39,-50.46,103.06443887395848,91.58549269851991,184.60682088262263,280.4521668700127,104.95384495695711,320.87192855487217,33.32124864291269,283.3541751920194,99.81085593463025
c,-56.29,-43.28,-49.2,244.7097229433359,144.6230075281897,166.91824848932893,326.6842890202157,116.19557598046995,307.9517327106379,81.12175945250883,325.3393519885059,113.67738925185289
d,-52.31,-43.17,-55.15,184.94192966892382,143.70477748653272,268.57918464799207,268.39061576957073,128.14760601933602,371.01440284841203,133.58029602630967,275.7586721787255,128.53765561275125
e,-63.28,-29.0,-56.0,400.1684683437559,63.26108690937249,287.4631242745907,364.58312936573236,234.22870040024122,212.44187955063558,143.61782278681915,353.65987908716164,227.72313208569634
f,-58.05,-52.0,-60.8,276.96895634738223,239.6184161091893,421.91567745169857,215.5824699171936,174.93166936395667,454.40758655273925,340.9197451877312,232.72934182070054,186.84907702088753
a,-57.49,-52.41,-58.67,266.2682095380698,245.3751106639817,355.85871020141735,253.55278148699426,135.69768198131453,78.50506074722557,123.14020664221698,240.98492059024412,134.79609581607238
b,-43.76,-36.0,-50.24,101.33867569699741,94.87819711206384,181.38856928555424,281.1397617704674,103.2297473031314,275.376221153288,85.54628694174153,280.725958171978,101.96013197163253
c,-56.76,-43.24,-49.0,252.9373096744283,144.2884288081206,164.27078739611517,330.8269925279983,118.32742052577818,322.29460295069066,72.66339879019043,330.2143945183167,115.04889127253404
d,-52.0,-43.6,-54.68,180.95175272689156,147.32771871908557,258.6754259490609,271.52546735417167,122.65349962432636,381.92802688401855,135.69470907992383,279.4520144977305,123.58981633653875
e,-62.49,-33.32,-56.76,378.53238172135065,81.24042134802995,305.46915647346526,341.64613204585663,227.12384840414865,213.83654019002668,131.25810797611868,332.4698162108025,220.24099791416955
f,-58.05,-52.0,-60.11,276.96895634738223,239.6184161091893,399.27365635031975,231.0769584373374,163.31080297384884,404.8402495939828,331.6578804717585,243.55260143908072,175.39757933075725
a,-57.0,-54.03,-58.3,257.2447460220365,269.50624160462155,345.4873594399939,255.67778651926878,112.66821647566518,130.68410066387233,107.38060803352813,246.70364363889354,112.28858326995179
b,-43.7,-35.28,-50.0,100.91176910807691,91.0040046475309,177.9417015715377,282.0999466552897,103.3018603618252,268.80297159945684,50.9388536205731,281.1452667991738,99.54236562474156
c,-56.6,-42.76,-48.85,250.10583035464853,140.33334952134172,162.31278471946032,330.17290524500197,118.44466780313503,318.4962496716859,95.31513745369861,329.3345590936524,116.78404223880092
d,-51.62,-44.31,-54.43,176.17781985933212,153.51079210927173,253.5571273326477,272.28950615766894,117.62419652721233,380.20054369083016,138.3469699815285,280.0371700701682,119.11202472096465
e,-63.16,-28.1,-56.52,396.80401307181864,60.04878850539824,299.6644259040398,356.3788805312519,237.5252993377285,216.24445322168546,119.46435081562375,346.3176813232336,229.048904603232
f,-58.43,-51.43,-59.75,284.4740509447392,231.8389173725356,387.9469954549148,242.01884531534532,164.95611857904188,433.7205909923357,356.93857395449237,255.7824114054991,178.73983871877542
a,-56.52,-59.36,-57.16,248.70199922317227,366.9466499279449,315.39465262580245,268.6490812605435,20.016739709918667,138.720009307457,101.86333255485178,259.32059360101096,25.893060689140484
b,-43.76,-36.0,-50.23,101.33867569699741,94.87819711206384,181.2436256246435,281.183562802046,103.1968965294474,282.51575111558793,-137.70635929893808,281.27920961962303,85.90082094485672
c,-56.91,-43.0,-48.0,255.6209276240027,142.2971486426036,151.65018291617812,335.28690055070444,117.40179974639713,304.04653200308104,181.5007323697543,333.0439430039825,122.00389605154196
d,-51.44,-43.16,-57.04,173.96064832238488,143.62159167503913,312.38360878113906,243.89899010801392,141.61968938083055,390.29459148178586,149.90277854793754,254.40972138852496,142.21438842636874
e,-61.51,-28.0,-55.71,353.31121912877506,59.70209054913083,280.87565310154855,338.2814042141999,210.36954427225595,155.75403721204535,162.23548271011913,325.1765288771286,206.91367413837474
f,-57.52,-51.03,-60.8,266.83083808925346,226.5309236921924,421.91567745169857,210.98821439657306,179.11188516078957,423.15308703987483,279.5247001181432,226.2209669013701,186.3212009136706
a,-57.0,-57.96,-58.7,257.2447460220365,338.37398985735064,356.7131522381637,249.10882198021227,65.26576144479033,97.79989991601752,152.31009618320437,238.24533014550835,71.51526350182573
b,-45.64,-35.28,-50.68,115.67031095026164,91.0040046475309,187.88217168601273,281.7332586648982,107.57242096812934,272.99667705905443,-54.78967802408994,281.1060003271642,95.91534673479998
c,-57.0,-42.52,-48.0,257.2447460220365,138.39665218690735,151.65018291617812,335.9809011478598,119.29085666335295,326.22118718428806,144.62957843443294,335.2801852118404,121.11009503546413
d,-52.0,-43.0,-55.06,180.95175272689156,142.2971486426036,266.6538048946769,268.0327376251048,127.09426966007004,391.8558019685554,143.66636659190593,276.92283366235233,128.284092687337
e,-62.71,-28.0,-55.81,384.4373022681874,59.70209054913083,283.12996502504524,356.3578852334653,225.5162107740324,201.78529003836923,134.07844428467595,345.26007221052606,218.9512745092743
f,-58.0,-51.71,-61.0,275.9962983390512,235.6283440134721,428.7154582184199,210.31417715119068,180.58091737951628,436.7929368045783,323.7483288607278,226.57462050551325,190.85987505368425
a,-56.28,-56.46,-61.32,244.53760695572072,310.2246522394934,439.8237846420459,188.6280663989815,125.47808314890877,76.36828209185532,143.21056024975826,180.56817651576176,126.75121772396326
b,-43.98,-35.91,-50.55,102.91950961559444,94.38504421927635,185.9397785555562,280.01568684185435,104.59309597765888,151.68151229244975,61.09629124413328,270.80170766394815,101.4701659044548
c,-56.26,-42.54,-48.96,244.19373806742698,138.55701765498495,163.74635555327345,327.34809396197005,117.52959774089662,380.46319716794693,83.43497423135449,331.16158679574215,115.08171390793882
d,-52.0,-43.0,-56.36,180.95175272689156,142.2971486426036,295.8560165169288,254.34396192139073,137.3608514378556,384.89448025999195,134.58902957733847,263.7170674239602,137.16184358201872
e,-62.29,-28.22,-57.26,373.24301468287683,60.467484664314576,317.92601452267854,331.86116441607317,233.17166582286148,178.52633704703933,160.63998896777233,320.8522191247141,227.96412572196547
f,-57.4,-51.34,-61.56,264.58743189675545,230.6338772659247,448.3435098652519,190.82883856618915,190.39652579411637,401.00526140818613,330.18148806370425,205.9188267984932,200.43263454113261
a,-57.0,-57.06,-56.07,257.2447460220365,321.1918913404166,289.07621481159885,285.5081678217837,52.132159500047344,61.805458007664186,153.82892586626727,269.4470358785147,59.43365881656818
b,-44.0,-36.0,-49.87,103.06443887395848,94.87819711206384,176.10207657863566,283.0086143209136,102.2690471007752,366.0975088450741,-95.1683155410379,288.9741285477272,88.09368224017014
c,-56.96,-43.52,-50.16,256.52177935225706,146.64683533581226,180.23225781778777,327.76646376995876,122.04781338257996,297.57019276331243,146.1044353849822,325.59846905395625,123.77500113283556
d,-52.0,-43.0,-55.4,180.95175272689156,142.2971486426036,274.00071818421077,264.72261937455903,129.57685834797934,367.5587989921903,157.00194452498977,272.1059248819125,131.54589094490447
e,-63.04,-29.72,-56.46,393.4678447844202,65.95421703207094,298.2305610468928,354.8962311141268,234.41155933313374,204.84676969516178,136.37871556312314,344.1231644853455,227.3731178235413
f,-58.18,-52.33,-60.98,279.5139395003218,244.24109571436782,428.0305775663354,212.43155586934904,176.26924502203144,438.68653734634114,338.277227721363,228.67593267347158,187.90089484942465
a,-57.0,-56.71,-56.07,257.2447460220365,314.748076014439,289.07621481159885,285.5081678217837,57.25450913510099,81.73994725335257,126.16537222052159,270.8782678124628,62.20208650356084
b,-44.0,-35.6,-49.54,103.06443887395848,92.70594373726072,171.51722242325175,284.33676747718056,101.78228258734926,343.3404029700958,-72.39187657922267,288.57303790757317,89.27714058971011
c,-57.0,-43.32,-49.25,257.2447460220365,144.95836207568203,167.58675391100476,331.7412827245953,120.1464537319004,298.7952671418983,142.3624786711377,329.3758652304649,121.74149255865636
d,-51.65,-43.0,-54.74,176.55008612314975,142.2971486426036,259.9191133879803,269.6766561714149,123.8943258692843,375.9095275416174,152.01576687409067,277.3038331743528,125.91335449342724
e,-64.0,-28.62,-55.76,420.962801127586,61.88433769803351,282.00055645162854,381.4044717451294,243.17165704222694,210.97744711236487,127.04715917991224,369.1683619027407,234.83429320983421
f,-58.0,-51.16,-60.84,275.9962983390512,228.2425549785223,423.26695037317654,214.18253784887452,181.96221260551255,486.505110315906,361.42995959102666,233.73441887507093,194.84741710880468
a,-56.28,-55.94,-54.76,244.53760695572072,301.0230895964168,260.33500323603386,293.35360608810396,53.96447136574473,60.19671379500832,130.09013200119085,276.6136943824587,59.43004789251259
b,-43.99,-36.0,-49.0,102.99194875190109,94.87819711206384,164.27078739611517,286.35204159664545,99.74280532811414,353.972793301137,-85.91847437731522,291.20699313536977,86.41292518234917
c,-57.24,-43.34,-48.0,261.6255365454781,145.12633084673757,151.65018291617812,337.87511949516585,118.32649721321631,297.09038881083217,141.0555627637157,334.9469075779474,119.95837069859837
d,-51.05,-43.87,-55.04,169.2520304424159,149.64912572947824,266.22782064737214,264.80749776852593,121.70861289520965,385.5432458549619,151.24006924408346,273.4759344714019,123.8288760663186
e,-63.19,-29.62,-56.67,397.6424656507644,65.57342346701542,303.2793213605651,355.11765310324535,238.43633095210953,195.6680879591045,124.45885509182094,343.6696893919213,230.25311636398968
f,-58.24,-51.34,-59.97,280.6964214201466,230.6338772659247,394.83006996516787,235.749747374481,167.68580903834288,437.7593717350888,354.0437858379005,250.25338585683042,181.06570978494273
a,-57.0,-56.28,-59.54,257.2447460220365,307.0080947510783,381.4887529816913,233.86765892034686,102.00036720130859,128.8298053570407,106.11850171269606,226.3262803357074,102.29603595651716
b,-43.54,-36.0,-49.4,99.78212323764483,94.87819711206384,169.60837724336764,284.32455873890336,100.44983073404362,218.48193198386332,23.935024617674458,279.59727082771616,94.9563148187926
c,-55.76,-43.47,-47.85,235.7524154427729,146.2228821003098,149.84260976959624,327.6053280704486,109.54359161888944,343.32283714209933,99.60362551157007,328.7337944499085,108.82993416121299
d,-51.72,-44.0,-54.56,177.42176929408055,150.77985049497892,256.2058753635166,271.53086137388016,119.7817550997821,376.613385313181,125.13086841898627,279.0754471472184,120.16580415699121
e,-62.2,-29.0,-56.59,370.88697482763456,63.26108690937249,301.3459836722704,338.9564551844885,225.22663733643276,215.3279282978518,131.73357603835123,330.0803263082306,218.51413754357668
f,-57.76,-51.76,-61.44,271.37487649990857,236.3115161503204,444.0632154644578,197.0434868889226,186.96887349590486,399.8374632217585,331.28747051587425,211.60343930920504,197.33048257310918
a,-57.0,-56.67,-59.51,257.2447460220365,314.0199207214674,380.57496546068654,234.44796251711608,96.12196404469469,65.00664746961459,156.42360944823307,222.2826234388357,100.45142739374043
b,-43.92,-36.0,-50.71,102.48594349208659,94.87819711206384,188.33329012386935,279.19495037048466,104.9806576299209,258.2924857250271,-4.0865544837197945,277.69422092966045,97.14998411730565
c,-55.28,-42.93,-48.0,227.9233995989441,141.72155211314183,151.65018291617812,324.1260817551914,109.23553587283389,337.10727730213364,110.50988786610137,325.05808966262384,109.32703022944246
d,-51.57,-44.0,-54.1,175.5591195918496,150.77985049497892,246.95571483675823,274.86156615110923,116.46187683238949,371.5579425807224,122.32108762836214,281.80405362281886,116.88254924067519
e,-61.15,-29.0,-57.09,344.4744382209822,63.26108690937249,313.6347010853231,316.9132607189844,218.14089629914432,225.66504263959465,124.59672343533651,310.36193341776834,211.42472686097355
