label,rssi1,rssi2,rssi3,dist1,dist2,dist3,estimated x,estimated y,predicted x,predicted y,measured x,measured y
f,-58.0,-52.0,-59.68,275.9962983390512,239.6184161091893,385.7821904825068,239.45504850281452,156.35492782061658,353.02246781515,320.39924335761344,247.60882235538696,168.13277976783806
a,-57.0,-56.66,-57.12,257.2447460220365,313.8381452621732,314.387760277377,272.77932961976387,67.51610020310353,169.5481635878607,102.28512878025961,265.36766536378065,70.01240414140184
b,-43.65,-35.89,-49.85,100.55738773027826,94.27580325803223,175.82075034528316,282.66570997929927,102.03054394951344,298.9498368841408,-32.10057936163099,283.83485768885055,92.40036257625594
c,-55.6,-43.0,-48.0,233.1133105603277,142.2971486426036,151.65018291617812,326.1200313182379,110.52664782204727,300.9637545948179,135.0486837576251,324.313891911201,112.28725078928963
d,-51.28,-44.44,-54.76,172.013264684857,154.67069500588704,260.33500323603386,268.1785410980308,118.44801834390012,369.4052049476253,129.65293306783857,275.44628857241855,119.25249502611729
e,-63.19,-29.0,-57.93,397.6424656507644,63.26108690937249,335.41827728555677,338.0117581263406,251.63813812007479,213.0431902848606,125.6087858985106,329.0394186382265,242.5896377400964
f,-57.52,-51.54,-60.8,266.83083808925346,233.3202978978048,421.91567745169857,210.98821439657306,175.20925763293647,401.5772276802627,385.0237812140323,224.67188989532005,190.27326266734215
a,-57.0,-55.9,-61.58,257.2447460220365,300.3266864324266,449.0608927147207,187.09931165850014,142.14894222170113,93.93701015491965,108.82887752577653,180.41055935044398,139.7566692095227
b,-43.63,-36.59,-49.74,100.41598388831304,98.17552193997852,174.28147028727818,283.09111577896874,100.73783405586187,150.5267334216802,95.02462177606012,273.57342134519314,100.3276438694218
c,-56.75,-42.52,-48.0,252.75940683372502,138.39665218690735,151.65018291617812,334.07461647035524,117.86114315522448,386.7716722074935,62.71899890220104,337.8580948462732,113.9021153221755
d,-51.64,-44.91,-55.28,176.4259100500819,158.9377933146264,271.384858438165,264.563633622914,121.40837427441043,395.57581159551734,136.39464244102714,273.969884795917,122.48433991899849
e,-62.14,-29.0,-56.22,369.3245497001132,63.26108690937249,292.563383141171,342.33940821348654,221.24376620768044,192.26917239955478,129.91463322664538,331.56485005025365,214.68662947790367
f,-59.06,-51.04,-61.28,297.3674343702042,226.66213069593005,438.41965429384686,213.5129981273179,198.67983831988508,411.7089316310561,321.00319249636243,227.74282592541627,207.46226001162097
a,-57.0,-56.62,-57.38,257.2447460220365,313.11209505242215,320.99048123020555,269.2833085962859,70.70711266256681,96.46114620438215,183.6730471618665,256.87523559974585,78.81770184852495
b,-43.74,-36.0,-49.74,101.19617320755665,94.87819711206384,174.28147028727818,283.222195488632,101.63184486429871,311.82379126715557,-65.04803468648733,285.27569767449563,89.66476793448506
c,-57.73,-43.0,-48.0,270.8026665758753,142.2971486426036,151.65018291617812,341.94692187174536,122.3968157371778,310.56915537751814,125.44598788007248,339.69409959629047,122.61573644737155
d,-50.85,-44.61,-56.0,166.88701187532314,156.20072518342548,287.4631242745907,254.3468557624712,126.05561840920438,399.6181460689951,156.12886353987057,264.7768651401883,128.214780264719
e,-61.36,-29.0,-57.07,349.60200667010406,63.26108690937249,313.1336640117165,320.1407262753008,220.16895273203482,169.99961192865186,130.49550037103722,309.361079262376,213.73068852247218
f,-57.6,-51.16,-60.16,268.33699983510843,228.2425549785223,400.8727421687861,226.0881583888208,167.82148318011346,376.50458741041325,313.1231251993506,236.88757210606428,178.25367171275903
a,-56.76,-56.57,-56.49,252.9373096744283,312.20689389026654,298.9466338046923,278.8401606351507,61.50005206454882,143.8152375152656,122.91227783775474,269.14580732284526,65.90925149665611
b,-43.31,-36.0,-50.69,98.18037574467077,94.87819711206384,188.03242430698162,278.56932799217,104.36989637353389,321.79274916423714,-54.25356758366141,281.67263000876557,92.98124405889808
c,-57.69,-42.8,-48.0,270.0415964080711,140.65875712924003,151.65018291617812,341.60390484342446,122.719043659278,288.9928486614947,143.83054125041167,337.8266009577682,124.23478099036777
d,-50.67,-44.49,-54.79,164.7867637685434,155.11914151879452,260.9600860681373,265.8787591605168,116.95684243933984,402.5351796780834,153.45684325965792,275.6902487157897,119.57742459317994
e,-61.21,-29.0,-56.47,345.9317351120292,63.26108690937249,298.4690611826332,325.48748739531396,212.96788475434448,194.93091736326534,110.67890388831191,316.11394740070364,205.6238663497531
f,-58.0,-51.37,-59.64,275.9962983390512,231.03485974509016,384.55058705321045,240.24566891157477,160.8118111656002,376.2847260748382,307.358344915509,250.0128337722624,171.33337890316471
a,-57.0,-57.42,-63.18,257.2447460220365,327.95747388156997,510.33232274054774,138.1131497684829,157.18858102508958,165.3773904224459,116.99975598144732,140.0706341764286,154.30315320793335
b,-43.94,-36.0,-49.25,102.63026221104008,94.87819711206384,167.58675391100476,285.3730421958993,100.38409139591454,27.213465764703415,144.04378314701444,266.83801853469663,103.5187162308105
c,-57.14,-43.27,-48.0,259.7912129469908,144.53929018453354,151.65018291617812,337.0780802882987,117.94127468055088,431.67545021537,47.46502958389573,343.8698658734951,112.88130794029955
d,-51.0,-45.01,-53.68,168.65765212288457,159.86076615542646,238.80189705612312,276.1825479850006,108.97551284100456,408.3181420419007,133.36383313029125,285.6694568039127,110.7265154567816
e,-61.93,-29.0,-57.44,363.9077132049055,63.26108690937249,322.5337736711244,323.6673238095731,230.28308040915593,209.49523009650616,106.06971774170957,315.470136288293,221.3649622130166
f,-58.0,-53.9,-61.48,275.9962983390512,267.4851666344649,445.4854204939216,198.09724735351034,169.7091173941061,362.6651908152335,350.83964536153024,209.9126940942647,182.7137042006587
a,-56.76,-57.62,-58.73,252.9373096744283,331.77751859771934,357.5696458509237,246.7676924928189,69.80043160348289,81.72435841872763,119.05327257519559,234.91811424173918,73.33662648500592
b,-43.43,-36.75,-49.0,99.0128357800866,99.08929911140807,164.27078739611517,285.6822083812289,98.21940927760866,284.62269089137305,-42.11284099369291,285.60613844799065,88.14400701996041
c,-56.25,-43.58,-48.48,244.02198499651755,147.15720206844554,157.58224764075248,328.9288036584411,113.1677560574534,337.4463025207187,124.1021920702114,329.54033256288466,113.95281324192857
d,-51.0,-45.24,-53.36,168.65765212288457,162.00399543538836,232.77064200419488,278.55269320046574,106.33561645286896,373.25146886889155,139.1915050949464,285.3517593903229,108.6945631237977
e,-63.82,-29.3,-56.76,415.66504717922356,64.36959587897842,305.46915647346526,366.2216882415798,248.6262170349191,228.56505383804682,99.71841966380936,356.3383865602609,237.93511819688442
f,-58.0,-53.3,-61.95,275.9962983390512,258.351767387716,462.54146705217704,185.1911232950653,185.39205875932856,448.09161709283666,389.5578709460405,204.06652950871884,200.05050456251155
a,-56.11,-57.57,-56.59,241.63008764669405,330.8183560480853,301.3459836722704,272.97974781728396,43.94558233427613,15.043860029869762,133.8489993217727,254.46078427812893,50.4003572611723
b,-44.0,-35.12,-49.72,103.06443887395848,90.16478807519356,174.00305250520745,283.6210135660616,102.899976765153,342.89296612584917,-111.15933989395927,287.87654829511763,87.53120929959684
c,-55.78,-43.78,-48.37,236.0843974241802,148.8712873903977,156.20264249851158,326.1138143196837,109.8811173825671,313.7812428539943,156.39959626913367,325.22837552605074,113.2209938991195
d,-51.46,-45.0,-53.3,174.20561633515584,159.76822819119724,231.65685733543265,280.5689143434854,108.10045177158223,365.35108034424974,133.23102546553736,286.65599999258586,109.90474578413148
e,-63.25,-29.0,-57.61,399.32468953922995,63.26108690937249,326.9468488575316,343.80497141477724,248.96907463722602,236.9094531609201,103.97990964404497,336.13021850612495,238.55932094566438
f,-58.0,-53.03,-61.58,275.9962983390512,254.34412884630987,449.0608927147207,195.43189277593058,180.27985644088992,401.9539428369686,389.03340349032055,210.25950884719268,195.26768678756855
a,-57.1,-58.0,-57.88,259.06108962681947,339.15861782347594,334.0802900540979,262.9191732966707,55.41572017087746,55.73356704573618,123.00039193611545,248.04391603444333,60.26808128651154
b,-44.0,-35.69,-49.5,103.06443887395848,93.1903234894851,170.96965645330474,284.4930459438691,101.55251825250953,316.5788377461487,-83.43624644581362,286.7967021493253,88.27092251184604
c,-55.13,-43.19,-49.0,225.53056215806194,143.87129368141507,164.27078739611517,319.8992857296598,110.28189235496447,321.9421758532949,143.83695521850754,320.04595864143886,112.69103747646909
d,-51.02,-45.0,-52.61,168.89515255920503,159.76822819119724,219.22503805877534,283.7216293717713,103.45838524447481,354.00186930999433,133.2928621980829,288.7675235747979,105.60040431616363
e,-62.55,-29.0,-56.77,380.13376052290096,63.26108690937249,305.71344543911573,342.5341376391892,231.2240352360169,248.39730010210377,95.22573301248053,335.7754167919473,221.45979644835197
f,-58.0,-53.0,-61.25,275.9962983390512,253.902690963479,437.3694990640381,204.0682316544424,174.08305153212146,397.30075170358054,357.8476661558702,217.9417023996934,187.27675725177252
a,-56.91,-58.91,-65.05,255.6209276240027,357.50879261083406,592.6176945627773,61.788605608712025,188.07044810009006,73.3610465169375,127.70630661589095,62.619469483750166,183.73649773433243
b,-44.0,-35.24,-49.24,103.06443887395848,90.79347104076575,167.4528389806006,285.4848543981175,101.35988942237883,-93.36449118226936,189.8641389484076,258.28469517320843,107.71420864523799
c,-55.12,-43.11,-49.0,225.37193578647202,143.2063843619102,164.27078739611517,319.839681540335,110.4757899924119,509.3502393124848,19.983281110425224,333.44592741706185,103.97872017042047
d,-51.4,-45.0,-52.71,173.47174523481888,159.76822819119724,220.98454128295205,284.3818990906476,104.92177525133856,382.39466790746155,114.23737133958582,291.4188992834481,105.59060495853282
e,-60.26,-29.0,-55.52,323.5649706612526,63.26108690937249,276.6417920201303,323.46967428909016,195.76315068575994,236.31787076423333,106.86483033225664,317.21245632034197,189.38053845044544
f,-58.0,-52.52,-62.39,275.9962983390512,246.94298336819784,479.1001752033681,172.19748234746712,202.34328781699028,356.5204492947322,286.93569641298706,185.43127596031482,208.4167494973971
a,-56.92,-58.76,-57.3,255.8008445249688,354.4170943708365,318.94423886800877,269.7572037938282,34.96034125140489,28.182508374592288,216.30603718353512,252.4129210155493,47.98037642277157
b,-43.6,-35.17,-49.4,100.20425086699012,90.42620853882968,169.60837724336764,284.3949085505718,101.5338094634546,355.0831316273416,-137.49606699458732,289.4700946250481,84.3722364661231
c,-54.68,-43.0,-49.32,218.50172387087352,142.2971486426036,168.52716185913354,316.1179992085407,109.77965662200475,317.3768960855943,156.08724250413766,316.2083839377294,113.10439170208133
d,-52.0,-45.0,-53.24,180.95175272689156,159.76822819119724,230.5484020169601,282.99247595196687,109.27770563049937,343.7659037920333,136.1870767778864,287.3558117559681,111.20971155419917
e,-58.66,-29.66,-54.58,289.11505577346276,65.72547635355227,256.6158237554854,314.7798620609884,175.49969999549756,250.77656796620434,106.45101955891741,310.18463229325636,170.54222778641247
f,-58.0,-52.49,-60.52,275.9962983390512,246.51439086145328,412.57678851004647,221.62862523299574,165.53429581908466,343.20391236600875,240.78968843679596,230.35733812747353,170.9373899133846
a,-56.16,-57.88,-58.0,242.4816332696522,336.8101753285648,337.3004666981788,254.1881146985907,53.55422431138137,134.07261817273513,161.52636385175686,245.564210054181,61.3062751506223
b,-42.96,-36.0,-50.75,95.79212984737686,94.87819711206384,188.93646675075902,277.8992863936967,104.29336002155381,279.0188912697079,-62.82894129062187,277.9796704071621,92.29451863841659
c,-54.52,-43.0,-48.82,216.05572998696232,142.2971486426036,161.92399371050675,317.0505822675325,107.7515632348306,311.2343627332124,148.28044489248535,316.6329964929598,110.66140601839638
d,-52.0,-45.0,-52.79,180.95175272689156,159.76822819119724,222.4023061291479,286.0672925361424,106.97159319236773,357.1214941279029,124.2086078312446,291.1687546857836,108.20915516313285
e,-59.59,-29.5,-55.5,308.6657769356655,65.11937215853033,276.1998517838254,315.8235031049091,189.42490919753928,256.501588579325,104.28178036633909,311.5643812680998,183.31190758322293
f,-57.6,-52.55,-61.24,268.33699983510843,247.37232103037195,437.0200066091679,200.84854941985816,175.37818827079835,341.47825152403453,271.6406632319457,210.94530775825544,182.2895230186934
a,-56.28,-56.16,-58.28,244.53760695572072,304.8822727371131,344.93543717200885,250.68182116548806,83.04543535873785,91.13271757161654,168.4444689583737,239.2267109150099,89.17681010878495
b,-43.28,-35.66,-50.09,97.97335663490276,93.02858301885531,179.22653360163622,281.2305235528762,102.75768402511014,291.41833457272065,-15.198652301217678,281.9619754746646,94.28880010834419
c,-54.75,-43.0,-49.0,219.58053544043997,142.2971486426036,164.27078739611517,317.6922666271422,109.18971632026218,324.2343361907425,117.33855794143533,318.1619660891216,109.77477682565889
d,-52.0,-45.0,-52.52,180.95175272689156,159.76822819119724,217.6534663442684,287.8087545027155,105.66549671743795,354.4225577796198,125.09063253218017,292.5914103970599,107.06015872039595
e,-60.52,-34.76,-55.53,329.5385693298197,88.30473802416586,276.86302724403447,326.61877735101115,193.5333443847764,258.45554291630935,102.55621660921699,321.7248773046264,187.001480491679
f,-57.92,-53.0,-60.76,274.44714534557176,253.902690963479,420.56871844725754,215.36932387663734,164.54133097981884,361.6461443049624,281.0065300491568,225.8715270689605,172.90315605831708
a,-56.04,-57.92,-55.48,240.44294538207689,337.59117709217503,275.7586175549934,284.8083290234727,28.70001214930561,110.01377044864827,143.08118146795871,272.258644352382,36.91221062369493
b,-43.39,-36.0,-49.3,98.7345677833392,94.87819711206384,168.25793668822953,284.5314846806521,100.03468972466987,344.7451309779849,-114.50313175970587,288.85462997813363,84.63156715836223
c,-54.49,-43.0,-48.51,215.60016374428977,142.2971486426036,157.96061380903603,317.94322924303094,106.83626818616344,297.8043250089222,164.15716882564482,316.49732097323107,110.9517236897767
d,-52.34,-44.42,-52.85,185.33271462264867,154.4916796169713,223.47159577467446,287.00721749276715,110.34525692858361,348.03182850792825,130.04096921396464,291.3885874373493,111.75934544809694
e,-60.16,-29.0,-54.83,321.29637383708666,63.26108690937249,261.79586515086817,328.91190402564115,189.85281538565135,258.51711401230324,110.73879016739052,323.85778549724967,184.17268393507834
f,-58.0,-53.13,-61.16,275.9962983390512,255.82113892834485,434.2341020327333,206.34558444057026,171.1526886374011,367.435220613933,268.94628532320576,217.9112999539112,178.17395297918154
a,-56.76,-55.4,-55.92,252.9373096744283,291.7563849564361,285.63061129724105,285.32703042941836,72.07409525604808,89.83338338389089,159.1326933397239,271.29121806988974,78.32462137519875
b,-43.64,-36.0,-50.07,100.4866609365366,94.87819711206384,178.9402159920169,281.731640105754,102.57089084435803,353.7427609049255,-33.02576246708537,286.9018059633746,92.83548915114471
c,-54.78,-43.0,-49.7,220.04451226567681,142.2971486426036,173.72507950054916,315.19932010897287,111.3143960013008,293.1720621416183,127.81716031351729,313.61783414102877,112.49924117044256
d,-52.0,-43.14,-53.76,180.95175272689156,143.45536448449457,240.33397225416851,279.1525988295556,118.340669897277,344.4968342545711,130.7933028514569,283.84410385318836,119.23472871795185
e,-60.32,-29.0,-56.0,324.933810184532,63.26108690937249,287.4631242745907,319.1224443194406,200.13318661552245,245.68736351808244,125.18209862411143,313.8500427334461,194.75194061040307
f,-58.0,-52.38,-61.39,275.9962983390512,244.94923934608573,442.29184236857185,200.45990239256076,182.37235675637007,355.40078478569285,282.03164451309306,211.58415724664988,189.5275716903463
a,-57.0,-56.36,-59.04,257.2447460220365,308.4335377875252,366.5414035161278,243.18521572030772,93.91560336453587,88.06976205167541,170.99277290233707,232.04842721255102,99.44949515685691
b,-47.42,-36.0,-50.0,131.10308377159245,94.87819711206384,177.9417015715377,287.9373078468725,106.77970197382756,275.7862741939656,-0.6963649612745542,287.0649028817802,99.06326754519407
c,-55.45,-43.0,-49.31,230.66598721196482,142.2971486426036,168.39249546918984,320.70897093844104,113.16617072698814,344.8261884811939,115.1099087907982,322.44050925275354,113.30572484116024
d,-51.76,-44.21,-57.89,177.92180490905565,152.62448150727695,334.34745983792686,233.22328730168493,148.03495490714997,355.35303899510194,128.26907390878222,241.99180896052644,146.61582850070846
e,-58.92,-29.0,-56.47,294.4526462694351,63.26108690937249,298.4690611826332,298.0154836765255,192.3638819652532,145.00606535061632,183.7641849731397,287.0299017033019,191.74645150061002
f,-58.0,-53.34,-62.44,275.9962983390512,258.95083832066746,481.01896519516333,170.66225984952732,195.9013301502071,355.03915839252454,239.11193542979794,183.8999255767347,199.00371202712174
a,-57.0,-56.78,-56.16,257.2447460220365,316.0264129893547,291.16349607646987,284.498898257058,57.00353336848638,55.29461799575273,201.05620879980415,268.0427713272694,67.34605013462553
b,-43.62,-36.0,-50.84,100.34535655061916,94.87819711206384,190.3006867283758,278.2123660099829,105.17487336005689,386.0978709373813,-83.99664529014896,285.9581967638657,91.59296939709586
c,-55.78,-42.38,-48.52,236.0843974241802,137.2792788798612,158.0869376428607,325.6203023782005,114.39757608805412,289.38196069269634,144.00369658548826,323.01850650500893,116.52319990384393
d,-52.0,-43.76,-55.87,180.95175272689156,148.6989842181027,284.4912276180857,259.84023185274054,130.9100122447428,366.2824079925353,138.2021827790124,267.48243626202304,131.43356653338347
e,-58.84,-29.0,-55.72,292.79989874654666,63.26108690937249,281.1002742173582,305.5953471174283,185.46575914821972,197.6619572004721,146.29682458564167,297.8460783759769,182.65355617307665
f,-57.71,-53.23,-61.82,270.4218637494239,257.3067262037765,457.7595478307252,186.32015063626835,181.41142832780716,344.7082579728335,240.49795176305597,197.69190510580964,185.65364984470844
a,-56.26,-55.32,-54.61,244.19373806742698,290.4080163248719,257.231976573515,294.5519099495215,60.703274744854,75.7942228965598,181.16930048253766,278.84581466671773,69.35234625436705
b,-44.0,-35.78,-49.89,103.06443887395848,93.67723407991585,176.38385295481507,282.9258458143484,102.6141836086644,392.4119147932333,-63.247100355000455,290.7865918968651,90.70587919771678
c,-54.46,-44.16,-50.06,215.14555808989454,152.1832470094187,178.7972287569768,311.9326351288646,107.46036177270466,288.0058769619791,136.87602096296172,310.21477118250317,109.57231108188165
d,-52.0,-45.15,-57.47,180.95175272689156,161.1619396056625,323.30820016848077,240.17945376562636,140.8283672226238,334.0786783608641,125.21484434769255,246.9211147711989,139.70736671618428
e,-58.72,-29.0,-55.92,290.3381551538099,63.26108690937249,285.63061129724105,302.25949852340176,186.1732251339019,171.14413634874956,173.08442336336594,292.845839058005,185.23349144721323
f,-57.65,-52.35,-61.63,269.28266516972286,244.5241071674566,450.85937576950556,191.03248086803407,185.12703281755856,358.5978822756046,233.6390835516195,203.06313540668526,188.61004135297475
a,-56.82,-55.76,-61.8,254.00735933303852,297.9019383080282,457.0282687233212,179.70408348592252,147.43965457013695,90.21912267806313,186.0205741879039,173.27935236099557,150.20963997169287
b,-44.0,-35.11,-49.89,103.06443887395848,90.11259474386968,176.38385295481507,282.9258458143484,103.43311417540247,157.3450315651598,107.26926778729919,273.90954901188536,103.70853761290358
c,-55.97,-44.0,-49.99,239.26163561443965,150.77985049497892,177.7995122276555,321.36121977375393,114.61854387169545,393.57233926770124,57.65658837911205,326.54574489160854,110.52885947013775
d,-52.0,-45.0,-56.62,180.95175272689156,159.76822819119724,302.06953678105475,251.24794313651097,133.08610524209135,369.8128905356225,126.52855013048732,259.76052336232135,132.61529396778786
e,-58.72,-33.8,-55.2,290.3381551538099,83.53005748098575,269.6548408012974,309.6520926421206,176.90964781258577,176.9501413814134,156.64335101404495,300.124521205465,175.45459316817275
f,-58.0,-52.94,-61.23,275.9962983390512,253.02211233754423,436.6707934261176,204.57714572121958,174.25934991546745,360.5436619219198,222.20400165738369,215.7750377696123,177.70162103610272
a,-56.46,-55.8,-60.88,247.65429930588164,298.5927189205037,424.6225510279097,200.85695093603115,127.07608701341195,110.02977023697419,174.06410666276216,194.33585275865624,130.4496750399862
b,-44.0,-36.0,-50.36,103.06443887395848,94.87819711206384,183.1369610695234,280.90261004218644,103.84855030982048,186.93886410245,77.45055299072118,274.15631661250063,101.95325937511339
c,-55.22,-43.0,-50.24,226.96323310388453,142.2971486426036,181.38856928555424,315.5087467612566,114.94822826549883,368.46936732571663,78.24742557965477,319.31114824038923,112.31322918635931
d,-52.0,-44.22,-54.42,180.95175272689156,152.71288180419532,253.35451534651025,273.7958553070575,118.93099920219684,357.86117691001255,128.94319715588426,279.83147384400013,119.64984267311375
e,-59.27,-29.52,-55.13,301.7938059818326,65.1948284534053,268.1501245719164,315.97917668422144,184.05203707674778,229.28056237372573,126.54876921803438,309.75449623713837,179.92348819589003
f,-58.0,-53.82,-61.7,275.9962983390512,266.2489688108852,453.3893593783961,192.17670458275515,174.97427569293222,353.12687952444276,249.4542314803818,203.73240723016,180.321695927694
a,-56.53,-54.0,-54.98,248.87704628751158,269.03848846542667,264.9539466636002,293.11599193014854,79.61060091868193,75.59891292837196,171.02506318997445,277.4989682979141,86.17386401586207
b,-44.0,-40.35,-50.0,103.06443887395848,122.05521910717758,177.9417015715377,282.4658578351914,95.3066091849849,383.4995766301371,-20.10049409033016,289.7197524779211,87.02075196655657
c,-55.6,-42.12,-50.08,233.1133105603277,135.2280359618395,179.08331757642094,318.5591507718488,118.64962923398743,288.4327473724687,105.43935435410772,316.39617232435637,117.70117417043947
d,-52.48,-43.55,-57.4,187.1673240177736,146.90179706256208,321.504089793752,243.05560618822108,147.02263185853928,348.3985490657765,151.27850650141826,250.6188892001011,147.32818991025036
e,-58.54,-29.04,-56.69,286.6842928559862,63.40777790644797,303.76459075547166,291.5957976445814,191.5123236056932,170.71504005208578,177.3440895466391,282.91694972759103,190.4950901675526
f,-57.88,-53.03,-61.24,273.6758326491252,254.34412884630987,437.0200066091679,203.25997933292905,172.8144223723079,333.57270608906174,236.69645730113604,212.6160121680096,177.40094612362483
a,-56.99,-54.16,-60.15,257.06381355646937,271.5425874927373,400.55241347862614,221.36630691386915,136.9083040870286,124.60300893826707,156.13375457706317,214.41901469133256,138.2886293287112
b,-44.24,-36.0,-50.0,104.8195912108081,94.87819711206384,177.9417015715377,282.7699146195223,102.90415705331489,231.1166016597287,97.41566205043236,279.0613736034409,102.51010084145892
c,-55.72,-42.92,-48.46,235.0898513231134,141.6395143234117,157.3305071670835,325.4286247580599,112.4353891531446,352.12081454771203,68.51968477791857,327.34503776183,109.28238343882768
d,-52.0,-43.24,-53.66,180.95175272689156,144.2884288081206,238.42040673232074,279.9160387237741,117.468453615942,372.7958759126789,123.36067746483027,286.5845110064741,117.89149625478578
e,-59.12,-29.42,-55.22,298.62544538502516,64.81841929767407,270.08630853487784,313.5254521445062,183.57557233056482,233.48703968571817,126.65452379305631,307.77895267608875,179.48882491624076
f,-58.0,-52.52,-61.26,275.9962983390512,246.94298336819784,437.7192710140667,203.8131637331438,178.63152677773277,341.46639328253826,250.25964840634387,213.69622095693416,183.77419453209998
a,-56.89,-52.79,-61.25,255.2614733654085,250.83400386143754,437.3694990640381,194.8886175609596,169.13443969367967,100.84737479019886,178.7742286392248,188.13676010914236,169.82654540079565
b,-44.0,-36.0,-50.0,103.06443887395848,94.87819711206384,177.9417015715377,282.4658578351915,102.67611446506676,177.08101416498505,155.49468485525935,274.89956648175024,106.46831720054823
c,-55.82,-43.0,-50.3,236.7497645170783,142.2971486426036,182.26066869104005,319.0262497059891,117.98277832935413,377.79495556124067,36.525683529337854,323.2456529472849,112.13442205157135
d,-52.0,-43.06,-57.19,180.95175272689156,142.79237740529362,316.1519375864993,243.9929076460303,144.94766147782516,364.1529329302279,130.49723945816004,252.62000931144883,143.91016785565756
e,-58.72,-29.0,-54.95,290.3381551538099,63.26108690937249,264.31929725857907,312.02629452904057,178.84812812967283,165.74016234477568,178.760900904079,301.52342278272044,178.84186549664315
f,-58.0,-52.62,-63.18,275.9962983390512,248.37701401705544,510.33232274054774,146.4457308859133,220.7692213416025,372.4325797466323,214.78608840368807,162.67085663432962,220.33965172382804
a,-57.0,-54.63,-57.44,257.2447460220365,279.0339801951292,322.5337736711244,268.45568683117165,96.55185644212916,-7.631961010893889,263.69657718656185,248.63348555527855,108.55230746808152
b,-44.0,-36.0,-50.0,103.06443887395848,94.87819711206384,177.9417015715377,282.4658578351915,102.67611446506676,375.24051702801364,-26.235938839569684,289.12677867752666,93.42064545924251
c,-55.82,-42.84,-49.84,236.7497645170783,140.9849192984144,175.6802558073998,320.98908226528215,116.97531771267786,317.29823011510445,97.79992146205203,320.7240910033687,115.59858620369582
d,-51.79,-44.65,-56.54,178.29775623833234,156.56292636017565,300.14391119825996,251.419768708529,133.03284843005576,353.85138585303764,141.52998996611322,258.7740279371605,133.6429157442365
e,-59.51,-29.0,-55.24,306.9332518431109,63.26108690937249,270.518466648815,317.5231502408005,187.11520728193886,183.1154464136893,151.4671106564157,307.8731112799278,184.55578909739978
f,-58.0,-52.48,-61.92,275.9962983390512,246.37169205903814,461.4335323693429,186.04420991834095,192.31052512227558,377.2722725444404,241.58749881964124,199.7737670955675,195.84845265554515
a,-57.0,-52.61,-57.19,257.2447460220365,248.2332370054019,316.1519375864993,271.8523430968703,114.30464192954985,65.21530855675411,201.06526114715138,257.0164715114419,120.53377412867022
b,-44.0,-36.0,-50.0,103.06443887395848,94.87819711206384,177.9417015715377,282.4658578351915,102.67611446506676,344.9309190981731,33.76083120355456,286.950647454516,97.72821974224192
c,-56.03,-42.53,-48.08,240.2738304220673,138.47681170669745,152.62312110004152,328.6980804094786,114.17104744944123,308.9152441589411,85.8184548014633,327.2777366707015,112.13542288400207
d,-51.63,-44.0,-56.31,176.3018213159526,150.77985049497892,294.67584358284347,253.54039950671805,132.77941147500385,371.44551336444124,131.61387515664055,262.00560581570085,132.69572973234878
e,-58.95,-29.0,-55.0,295.0748289402472,63.26108690937249,265.37789261810445,313.8697739864083,180.93165645664496,180.8030623427346,154.42340006600563,304.3160139325322,179.02844927676847
f,-57.76,-52.01,-62.2,271.37487649990857,239.75720340544723,471.8783189709205,175.81264640043236,200.84152396285026,366.73394215711573,230.16758318094114,189.52017870737635,202.9470402834583
a,-57.0,-53.0,-55.08,257.2447460220365,253.902690963479,267.08047074835355,295.70240125065,92.85855265882024,48.309278868332484,223.65459864893205,277.94037421154394,102.24928625364622
b,-43.91,-36.0,-50.0,102.41386025334702,94.87819711206384,177.9417015715377,282.35445801151496,102.59256459730938,402.8846237939236,-16.229934965817804,291.0081345690493,94.06149295808713
c,-55.34,-42.6,-49.58,228.88762807217353,139.03922985016845,172.06654208737862,318.9855428154983,114.58289144734833,287.768541811486,103.93584294097253,316.74426298292406,113.81846775749058
d,-51.0,-43.38,-55.42,168.65765212288457,145.462852509799,274.4391396437444,260.94046854267106,125.90210129214218,347.9629510619474,136.10428993660952,267.1884016809611,126.63458548093482
e,-58.72,-29.0,-55.25,290.3381551538099,63.26108690937249,270.7348049435543,309.1657581085778,180.9935304450199,206.13667410241806,138.9857348267938,301.7686026892623,177.97750641638464
f,-63.97,-53.39,-60.65,420.0751762466066,259.7016308379891,416.88671254035955,302.223852171591,222.10488166968975,352.1431145361945,236.35247540910498,305.80789395639886,223.12781287652663
a,-57.0,-51.56,-57.96,257.2447460220365,233.59065500683278,336.22364039116576,260.94043583171174,131.3075046879923,303.67910165391964,267.23225692299485,264.00893398008077,141.06646282406723
b,-44.0,-36.99,-50.0,103.06443887395848,100.47593656562093,177.9417015715377,282.4658578351915,101.30918753818798,217.07297770702462,40.48719649945794,277.7708602790083,96.94236505339524
c,-55.48,-43.0,-51.14,231.15338775601595,142.2971486426036,194.91962878377785,312.86518915489773,119.33037083291147,301.92278169030226,62.55191225230874,312.0795596459306,115.2538609168884
d,-51.8,-43.0,-57.58,178.42324979650755,142.2971486426036,326.1637066333304,237.87674378596145,148.57541410569357,348.95951803078714,142.7183766124277,245.8521281487748,148.15489773352186
e,-59.94,-29.0,-55.9,316.36129196989776,63.26108690937249,285.17431126053725,315.6333993782843,195.87807789117144,164.6739279259923,182.89696729449875,304.7949969686932,194.946076082894
f,-58.89,-51.79,-60.94,293.83177550746063,236.72236983202856,426.66409684177154,220.2457173033851,185.19025192117996,386.4146706077938,244.60125804882102,232.1761113791414,189.45577024722652
