label,acc x,acc y,acc
acc_estimated,120.1583909930144,74.65284490976676,154.09755824512217
acc_predicted,133.93920194822903,92.46078391634079,180.5103085636115
acc_measured,118.03091315022034,73.96679926681276,152.27190676368073
