"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-73","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-65","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-62","2442","0101","b4:43:26:5c:d4:c4","-72","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-73","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-65","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-62","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-73","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-65","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-62","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-73","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-65","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-62","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-73","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-65","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-62","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-73","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-65","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-62","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-55","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-58","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-55","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-58","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-55","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-58","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-55","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-58","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-55","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-58","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
"tp2.","Ephemeral blessing","ce:73:14:c4:7a:28","-69","2472","TP-LINK_E630","c0:25:e9:7a:e6:2f","-55","2442","D-Link_DIR-612","18:0f:76:91:f2:72","-58","2442","0101","b4:43:26:5c:d4:c4","-71","2442"
